"board","angle_drift_deg","angle_drift_rad","angle_incidence_plan_horizontal_repere_planche_deg","angle_incidence_plan_horizontal_repere_planche_rad","Ra_micron","vitesse_flux_relatif_ms","board_bump","board_polish","chanfrein_nose","chanfrein_tail","distance_entre_elements_mm","epaisseur_ames_bois_mm","epaisseur_plaquage_bois_mm","epaisseur_relative_au_wide_point","epaisseur_sections_bois_mm","etat_contact","fiber_gr_m2_bottom","fiber_gr_m2_top","fiber_mass_kg","foam_density_kgm3","foam_mass_kg","hauteur_flottaison_mm","index_point_1_ligne_attaque","index_point_1foot_nose","index_point_1foot_tail","index_point_2_ligne_attaque","index_point_coupe_roulis_amont","index_point_coupe_roulis_aval","index_pxmax","index_pxmin","index_pymax","index_pymin","lissage_effectue","lock","object_id","position_rail_wood_kit","pression_statique","rayon_planning_m","spoon_camber","spoon_width","spoonx","structure_mass_kg","tail_in","tail_out","total_mass_kg","total_mass_resine_kg","volume_flotaison_litres","volume_shape_litres","x_max","x_min","y_max","y_min"
"default_longboard","0","0","0","0","0","4","0","2","0.100000001490116","0.100000001490116","300","0","0","0.0210029724985361","0","-1","205","330","1.02259874343872","26","2.11710929870605","0","-1","181","20","-1","-1","-1","200","0","111","290","1","0","0","0","100000","100000","0","0","0","0","0","0","4.67360591888428","1.53389811515808","0","81.4272766113281","1","0","0.105379164218903","-0.105379164218903"
