"type","field","dotnet_type","serialized","status","n_seen","n_null","n_sentinel","n_distinct","min","max","mean","ref_type","shape_min","shape_max"
"element_hydrodynamique","_trainée_globale_horizontale_n","Single","1","populated","467","0","0","467","71.4438705444336","6179.27490234375","344.739661516929","","",""
"element_hydrodynamique","_Vecteur_flottaison_effective_n","Vector3","0","nonserialized","467","0","0","0","","","","Vector3","",""
"element_hydrodynamique","_volume_deplacement_litres","Single","1","constant_zero","467","0","0","1","0","0","0","","",""
"element_hydrodynamique","_volume_litres","Single","1","populated","467","0","0","466","0.00251533766277134","25.0412921905518","5.85826428684334","","",""
"element_hydrodynamique","array_vector2_normal_coupe_verticale_suivant_axe_roulis_repere_zero_arriere_axe_roulis","ArrayList","1","reference","467","0","0","0","","","","ArrayList","74","90"
"element_hydrodynamique","array_vector2_normal_ligne_fond_du_rail_vers_ligne_contact","ArrayList","1","reference","467","0","0","0","","","","ArrayList","0","43"
"element_hydrodynamique","array_vector3_normal_coupe_verticale_axe_roulis_repere_planche","ArrayList","1","reference","467","0","0","0","","","","ArrayList","74","90"
"element_hydrodynamique","centroide_normal_element","point_graphique","1","null","467","467","0","0","","","","","",""
"element_hydrodynamique","centroide_normal_surface_outline_contact_eau","point_graphique","1","reference","467","0","0","0","","","","point_graphique","",""
"element_hydrodynamique","DernierPoint_m","Vector3","1","reference","467","0","0","0","","","","Vector3","",""
"element_hydrodynamique","elements_internes","element_hydrodynamique[]","1","reference","467","0","0","0","","","","element_hydrodynamique[]","10","10"
"element_hydrodynamique","equation_plan_rotation_pitch","Double[]","1","reference","467","0","0","0","","","","Double[]","4","4"
"element_hydrodynamique","equation_plan_rotation_roll","Double[]","1","reference","467","0","0","0","","","","Double[]","4","4"
"element_hydrodynamique","equation_plan_rotation_yaw","Double[]","1","reference","467","0","0","0","","","","Double[]","4","4"
"element_hydrodynamique","inclinaison_roulis_rad_ligne_attack","Single","1","populated","467","0","0","467","-0.194582492113113","1.36191928386688","0.201840533322018","","",""
"element_hydrodynamique","inclinaison_roulis_rad_ligne_surface","Single","1","constant_zero","467","0","0","1","0","0","0","","",""
"element_hydrodynamique","index","Int32","0","nonserialized","467","0","0","1","0","0","0","","",""
"element_hydrodynamique","index_dernier_element_on_attack","Int32","1","populated","467","0","0","5","5","9","8.78586723768737","","",""
"element_hydrodynamique","index_L1_max","Int32","1","populated","467","0","0","190","35","301","177.683083511777","","",""
"element_hydrodynamique","index_L1_min","Int32","1","populated","467","0","0","79","0","91","19.0149892933619","","",""
"element_hydrodynamique","index_L2_max","Int32","1","populated","467","0","0","76","308","400","380.406852248394","","",""
"element_hydrodynamique","index_L2_min","Int32","1","populated","467","0","0","110","201","321","239.595289079229","","",""
"element_hydrodynamique","index_nose","Int32","1","populated","467","0","0","109","201","321","235.950749464668","","",""
"element_hydrodynamique","index_point_contact","Int32","1","constant","467","0","0","1","-1","-1","-1","","",""
"element_hydrodynamique","index_point_decrochage","Int32","1","constant_zero","467","0","0","1","0","0","0","","",""
"element_hydrodynamique","index_point_roulis_avant_dans_tab_index_axe_roulis","Int32","1","populated","467","0","0","197","36","304","181.963597430407","","",""
"element_hydrodynamique","index_premier_element_on_attack","Int32","1","populated","467","0","0","5","0","4","0.244111349036403","","",""
"element_hydrodynamique","index_tail","Int32","1","populated","467","0","0","109","0","120","34.9507494646681","","",""
"element_hydrodynamique","infos","String","1","reference","467","0","0","0","","","","String","35","35"
"element_hydrodynamique","infos_planing","infos_planing","0","nonserialized","467","0","0","1","0","0","0","","",""
"element_hydrodynamique","matrice_dynamique_planche","Matrix","0","nonserialized","467","0","0","0","","","","Matrix","",""
"element_hydrodynamique","nom","String","1","reference","467","0","0","0","","","","String","6","6"
"element_hydrodynamique","planche_ref","Class_surfboard","0","nonserialized","467","467","0","0","","","","","",""
"element_hydrodynamique","point_attack_on_outline","Boolean","1","constant_zero","467","0","0","1","0","0","0","","",""
"element_hydrodynamique","point_intersect_ligne_attack_ligne_roulis_normal","Vector3","1","reference","467","0","0","0","","","","Vector3","",""
"element_hydrodynamique","portance_projete_n_","Single","0","nonserialized","467","0","0","1","0","0","0","","",""
"element_hydrodynamique","PremierPoint_m","Vector3","1","reference","467","0","0","0","","","","Vector3","",""
"element_hydrodynamique","pression_pascals_surface_profil_base","Single[]","1","reference","467","0","0","0","","","","Single[]","0","0"
"element_hydrodynamique","tableau_points_graphique_polygone_outline_element_echelle_1_en_metres_index_axe_roulis","ArrayList","1","reference","467","0","0","0","","","","ArrayList","402","402"
"element_hydrodynamique","tableau_points_graphique_polygone_outline_element_normal_index_axe_roulis","ArrayList","1","reference","467","0","0","0","","","","ArrayList","402","402"
"element_hydrodynamique","tableau_points_graphique_polygone_surface_contact_eau_echelle_1_en_metres","ArrayList","1","reference","467","0","0","0","","","","ArrayList","22","365"
"element_hydrodynamique","tableau_points_graphique_polygone_surface_normal_contact_eau","ArrayList","1","reference","467","0","0","0","","","","ArrayList","22","365"
"element_hydrodynamique","Vecteur_flottaison_n_","Vector3","0","nonserialized","467","0","0","0","","","","Vector3","",""
"element_hydrodynamique","vecteur_mecanique_axe_pitch","vecteur_mecanique","1","reference","467","0","0","0","","","","vecteur_mecanique","",""
"element_hydrodynamique","vecteur_mecanique_axe_roll","vecteur_mecanique","1","reference","467","0","0","0","","","","vecteur_mecanique","",""
"element_hydrodynamique","vecteur_mecanique_axe_yaw","vecteur_mecanique","1","reference","467","0","0","0","","","","vecteur_mecanique","",""
