"board","drift_deg","roll_case","element_index","sub_index","boundary_layer_mm","Cl0_Savitsky","Cl0_theorique","Cv_Savitsky","delta_plan_horizontal_deg","deviation_rail_deg","Fx_friction_n","Fx_planing","Fx_rail_n","Fx_rocker","Fz_planing_n","lamda_Savitsky","laminar_boundary_layer_mm","laminar_turbulent_transition_mm","largeur_B_element_mm","longueur_calcul_largeur_element_mm","longueur_element_mm","longueur_mouillee_element_mm","masse_flux_devie_kg_sec_planing","portance_globale_verticale_n","pression_dynamique_B","section_frontale_flux_devie_m2_planing","surface_contact_m2","surface_coupe_partie_immergee_m2","surface_max_element_m2","trainee_globale_horizontale_n","volume_deplacement_litres","volume_litres","inclinaison_roulis_rad_ligne_attack","inclinaison_roulis_rad_ligne_surface","index_dernier_element_on_attack","index_L1_max","index_L1_min","index_L2_max","index_L2_min","index_nose","index_point_contact","index_point_decrochage","index_point_roulis_avant_dans_tab_index_axe_roulis","index_premier_element_on_attack","index_tail","point_attack_on_outline","rho_v_kg_m2_s","rho_kgm3","scan_speed_ms","incidence_deg_derived","incidence_deg_stored_parent"
"Laser_Zap_Ben_Aipa","0","0","0","0","1.67881488800049","0","0","0","0.407810807228088","0","2.21309590339661","2.74643802642822","0","0","33.0485000610352","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","95.744743347168","10.2816486358643","33.2748336791992","0","0.000502524373587221","0.00308502418920398","0.00195578834973276","0","4.92997550964355","0","0.0630181282758713","0","0","0","-1","-1","0","-1","-1","48","0","-1","0","-1","0","20459.999905019","1023","19.9999999071544","9.37477181996574","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","1","2.95184397697449","0","0","0","0.457369148731232","0","3.83912825584412","4.87796926498413","0","0","59.0194320678711","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","172.766387939453","18.4554920196533","59.7827568054199","0","0.00090202793944627","0.005566765088588","0.00453631160780787","0","8.66636180877686","0","0.146166056394577","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20460.0004197017","1023","20.0000004102656","9.3252134290994","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","2","2.70881605148315","0","0","0","0.387818217277527","0","3.52871012687683","4.54675197601318","0","0","54.5919799804688","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","157.500961303711","16.9491519927979","55.5595893859863","0","0.000828404270578176","0.00507489265874028","0.00500668724998832","0","8.02813148498535","0","0.161322191357613","0","0","0","-1","-1","0","-1","-1","46","0","-1","0","-1","0","20460.0007445258","1023","20.0000007277867","9.39476505247113","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","3","2.38083410263062","0","0","0","0.272067487239838","0","3.10978102684021","4.1107063293457","0","0","48.7366409301758","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","137.282928466797","14.9537811279297","49.7400894165039","0","0.000730878848116845","0.00442343996837735","0.00490021705627441","0","7.17774438858032","0","0.15789158642292","0","0","0","-1","-1","0","-1","-1","42","0","-1","0","-1","0","20459.9998569654","1023","19.9999998601812","9.51051420966935","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","4","2.1272931098938","0","0","0","0.78409218788147","0","2.78593420982361","3.0961446762085","0","0","38.8626098632813","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","121.98616027832","12.5782442092896","39.9045181274414","0","0.000614772434346378","0.00393055798485875","0.00473542278632522","0","5.84779071807861","0","0.152581691741943","0","0","0","-1","-1","0","-1","-1","35","0","-1","0","-1","0","20460.0003294921","1023","20.0000003220842","8.99849005643833","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","5","2.62911987304688","0","0","0","0.383164525032043","0","3.42691493034363","4.41023588180542","0","0","52.9258079528809","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","152.54621887207","16.424015045166","54.1346321105957","0","0.000802737718913704","0.00491524394601583","0.00569498213008046","0","7.79114055633545","0","0.183499991893768","0","0","0","-1","-1","0","-1","-1","42","0","-1","0","-1","0","20460.0016396285","1023","20.0000016027649","9.39941787186151","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","6","3.13881921768188","0","0","0","0.472446948289871","0","4.07795143127441","5.18872451782227","0","0","62.8841552734375","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","184.662979125977","19.6947116851807","64.2282562255859","0","0.000962595921009779","0.00595008954405785","0.00646529579535127","0","9.21295738220215","0","0.208320513367653","0","0","0","-1","-1","0","-1","-1","47","0","-1","0","-1","0","20459.9991079544","1023","19.9999991280102","9.31013583701159","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","7","3.79024910926819","0","0","0","0.643610239028931","0","4.91001892089844","6.03563785552979","0","0","74.5603713989258","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","227.045959472656","23.7735843658447","75.952522277832","0","0.00116195424925536","0.00731572555378079","0.00703523866832256","0","10.8833293914795","0","0.226684853434563","0","0","0","-1","-1","0","-1","-1","55","0","-1","0","-1","0","20460.0003666926","1023","20.0000003584483","9.13897189556172","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","8","3.29893183708191","0","0","0","0.846839129924774","0","4.28246212005615","4.8456654548645","0","0","61.2619209289551","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","194.949630737305","19.9626293182373","62.1474533081055","0","0.000975690607447177","0.00628153886646032","0.00505700474604964","0","9.07615184783936","0","0.162943497300148","0","0","0","-1","-1","0","-1","-1","48","0","-1","0","-1","0","20459.9994771581","1023","19.9999994889131","8.9357430298689","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","0","9","0.974435150623322","0","0","0","0.534564673900604","0","1.31339550018311","1.57644760608673","0","0","19.2378787994385","0","0.145153880119324","20.5278587341309","32.2213439941406","0","0","57.2377586364746","6.06415843963623","19.3556423187256","0","0.000296390935545787","0.00184427748899907","0.00109901081304997","0","2.87277150154114","0","0.0354116037487984","0","0","0","-1","-1","0","-1","-1","49","0","-1","0","-1","0","20459.9996571063","1023","19.9999996648156","9.24801817091109","9.78258323669434"
"Laser_Zap_Ben_Aipa","0","0","1","0","1.71799778938293","0","0","0","0.615945756435394","0","2.27422428131104","2.53806376457214","0","0","31.6892032623291","0","0.145153880119324","20.5278587341309","32.3790969848633","0","0","97.9914627075195","10.2055644989014","31.981409072876","0","0.000498805718962103","0.00317287514917552","0.00201665447093546","0","4.78400897979736","0","0.0652974545955658","0","0","0","-1","-1","0","-1","-1","48","0","-1","0","-1","0","20459.9989754262","1023","19.9999989984616","9.04495551870952","9.66090106964111"
