timestamp,speed_ms,roll_rad,turn_radius_m,lift_force_n,yaw_rate_rad_s,roll_rate_rad_s,accel_x_ms2,accel_y_ms2,accel_z_ms2
0.33,6.752946018847834,0.07009274130752884,66.21135236603632,618.9984814844202,0.10199075804275243,0.40772813745363207,-1.2186746896340583,0.6887380834840777,-2.2373194420863447
0.34,6.740989156067542,0.07422163660629268,62.29442889163755,612.7130624246124,0.10821174984674203,0.41796036880216714,-1.172583826376794,0.7294542322759815,-2.314213767575484
0.35000000000000003,6.729494342320298,0.07845194868357218,58.721866947322006,606.4435935413615,0.11459946170235302,0.42800926891922786,-1.1262701347351634,0.7711964291589364,-2.390912962388992
0.36,6.718463753372839,0.08278182198467723,55.45520699002152,600.1910945320526,0.12115117980862902,0.43787043002510573,-1.0797438541036097,0.8139498102226294,-2.4674045517909917
0.37,6.707899465238226,0.0872093572840743,52.46117746343144,593.9565164466676,0.12786406614518003,0.4475395266886173,-1.033014703545776,0.8576993009184383,-2.543676900861654
0.38,6.697803459301923,0.09173261251844958,49.71088033427015,587.7407443324694,0.1347351608795495,0.45701231772440687,-0.9860918973191968,0.902429626628648,-2.619719182142752
0.39,6.688177627291842,0.09634960363856243,47.17912169136047,581.5445998607652,0.1417613848567383,0.46628464805324454,-0.9389841605415672,0.9481253226127456,-2.6955213435024636
0.4,6.679023776091092,0.10105830547951447,44.84385865017095,575.3688439334087,0.1489395421610453,0.47535245052459024,-0.8916997449730069,0.9947707432937432,-2.771074076248044
0.41000000000000003,6.670343632392382,0.10585665264905424,42.68574005843189,569.2141792670132,0.15626632274060248,0.4842117477005914,-0.8442464448914944,1.0423500708501507,-2.8463687835111746
0.42,6.662138847193262,0.1107425404335263,40.687723277245894,563.0812529531519,0.16373830508523393,0.49285865360070635,-0.7966316130406437,1.090847323081919,-2.921397548927077
0.43,6.654411000131569,0.11571382572106836,38.83475299006541,556.9706589931087,0.17135195894857064,0.5012893754062205,-0.7488621766310821,1.1402463605214614,-2.996153105624978
0.44,6.64716160366064,0.12076832794165071,37.11349084156162,550.8829408060086,0.17910364810568566,0.509500215123912,-0.7009446533789987,1.1905308927636606,-3.070628805544237
0.45,6.640392107063989,0.1259038300235466,35.51208693033432,544.8185937094165,0.18698963313788763,0.5174875712081097,-0.6528851675671632,1.2416844839916201,-3.1448185890872824
0.46,6.634103900309297,0.1311180793658129,34.019985922368946,540.4014776573433,0.19500607423670968,0.5252479401404497,-0.6135495518215794,1.2936905576777602,-3.198856538856348
0.47000000000000003,6.6281211160275575,0.1364087888263556,32.626017401649726,536.1714587075711,0.20315446517515828,0.5327779179666383,-0.5839276276232486,1.3465324004427517,-3.2506055870668202
0.48,6.622425347756832,0.14177363772514567,31.321762297566224,531.9546362191816,0.2114320798696378,0.5400742017895338,-0.5552061227659166,1.4001931650576365,-3.3021931928997503
0.49,6.617016993572239,0.14721027286214627,30.099843350334933,527.7517607094477,0.2198355957058032,0.5471335912179062,-0.5264478257283045,1.4546558725773762,-3.3536101747048894
0.5,6.611896391242266,0.1527163095495038,28.953622791260905,523.5635664895215,0.22836162641581212,0.5539529897702344,-0.4976587158826984,1.5099034135969227,-3.404847549093828
0.51,6.607063819254585,0.15828933265755096,27.87711554350511,519.3907725511643,0.23700672363120143,0.5605294062329305,-0.4688446727737716,1.5659185486237817,-3.4558965200919456
0.52,6.6025194977867905,0.1639268976741624,26.864914057169088,515.2340834531647,0.24576737836333643,0.566859955972386,-0.4400114816500267,1.6226839075638722,-3.50674846829419
0.53,6.598263589621585,0.16962653177699868,25.912123032368594,511.0941902066482,0.254640022408787,0.5729418622002547,-0.41116483903862466,1.6801819883203235,-3.5573949400343996
0.54,6.594296201006018,0.1753857349181675,25.014302573178604,506.9717711585114,0.26362102967750545,0.5787724571914538,-0.3823103583571186,1.7383951545076688,-3.6078276365775888
0.55,6.590617382454442,0.18120198092082776,24.167418552317677,502.86749287226206,0.27270671744220676,0.5843491834543219,-0.3534535755564061,1.7973056322866998,-3.6580384033439524
0.56,6.58722712949489,0.18707271858725394,23.367799161386024,498.7820110055744,0.281893347507878,0.5896695948524044,-0.32459995478912873,1.8568955063280244,-3.7080192191730665
0.5700000000000001,6.58412538335866,0.19299537281787585,22.61209678243435,494.7159711839035,0.29117712730087797,0.5947313576774221,-0.29575489409783273,1.9171467149151664,-3.757762185636297
0.58,6.581312031612933,0.19896734574080238,21.897254450022636,490.6700098695318,0.30055421087761663,0.5995322516729101,-0.26692373111782963,1.9780410442007894,-3.8072595164050878
0.59,6.578786908736303,0.20498601785133405,21.220476283836913,486.6447552254488,0.310020699853339,0.6040701710080878,-0.23811174878942687,2.0395601216324137,-3.8565035266824634
0.6,6.576549796637145,0.21104874916096414,20.5792013644628,482.6408279734865,0.3195726442520681,0.6083431252015548,-0.20932418107486583,2.1016854085667327,-3.9054866227048057
0.61,6.574600425114806,0.21715288035536515,19.971080602360036,478.6588422461548,0.3292060432792939,0.6123492399943808,-0.1805662186751711,2.164398192094409,-3.954201291320699
0.62,6.572938472263641,0.22329573396085176,19.39395621510337,474.6994064316433,0.3389168460195272,0.6160867581722087,-0.1518430147422034,2.227679576100003,-4.002640089653378
0.63,6.571563564819962,0.22947461551880932,18.84584348270912,470.763124011467,0.3487009520613555,0.6195540403360511,-0.12315969058116494,2.291510471584436,-4.050795634853171
0.64,6.570475278452018,0.23568681476757278,18.324914497107,466.85059439024917,0.3585542120531758,0.6227495656213485,-0.09452134133982604,2.355871586280234,-4.098660593946134
0.65,6.569673137993165,0.2419296068312363,17.829483660978223,462.9624137171457,0.3684724281932861,0.6256719323650974,-0.06593304167958891,2.4207434135925467,-4.146227673784935
0.66,6.569156617618426,0.24820025341487473,17.357994724435223,459.0991756984239,0.37845135465854723,0.6283198587206592,-0.037399851424346764,2.4861062209018536,-4.193489611107965
0.67,6.568925140964678,0.2544960040056495,16.909009176332084,455.2614724007121,0.38848669797632784,0.6306921832200246,-0.008926821183186107,2.5519400372670518,-4.240439162712567
0.68,6.5689780811947625,0.2608140970792752,16.481195831161738,451.4498950444394,0.39857411734496234,0.6327878652832547,0.01948100205750869,2.6182246405706064,-4.2870690957482855
0.6900000000000001,6.5693147610058285,0.2671517613113146,16.073321473175458,447.6650347869933,0.40870922490844636,0.6346059856749325,0.04781856937658979,2.6849395441503074,-4.333372178135901
0.7000000000000001,6.569934452582294,0.27350621679277387,15.684242437096513,443.9074834951089,0.4188875859915953,0.6361457469073739,0.07608082439931607,2.7520639829652107,-4.379341169118204
0.71,6.570836377493815,0.27987467624946205,15.312897020047867,440.17783450601036,0.42910471930237504,0.6374064735904128,0.10426269782097819,2.819576899346318,-4.4249688099483695
0.72,6.572019706538714,0.2862543462645821,14.958298632451422,436.47668337681193,0.4393560971085965,0.6383876127276505,0.13235910197799683,2.8874569283856335,-4.470247814721965
0.73,6.573483559533375,0.29264242850401506,14.619529607000613,432.80462862168383,0.449637145396637,0.639088733959034,0.1603649254696471,2.955682383020311,-4.515170861358635
0.74,6.575227005048107,0.2990361209437628,14.295735594624263,429.16227243627014,0.45994324402031056,0.6395095297496267,0.1882750278351608,3.024231238871777,-4.55973058273975
0.75,6.577249060090078,0.3054326190990076,13.986120484871408,426.65806292853597,0.4702697268484564,0.6396498155244817,0.21187726281008956,3.0930811189028278,-4.590366487704629
0.76,6.5794645503043085,0.31182911725425244,13.689591663158943,426.51882895655353,0.48061802807535775,0.6395095297496295,0.22228385564564412,3.162209277958977,-4.592069843082988
0.77,6.581694737202991,0.3182228096940002,13.404754604418713,426.3812084422548,0.4909970328761868,0.6390887339590368,0.22375028680725606,3.2315925872634823,-4.593753459802857
0.78,6.583939556040454,0.3246108919334332,13.13103154797403,426.24537665188933,0.5014030719510594,0.6383876127276505,0.2252096928535785,3.301207518938778,-4.59541519369852
0.79,6.586198931060062,0.3309905619485532,12.867881531330802,426.11150780918473,0.5118324189590915,0.6374064735904128,0.22666097477088698,3.371030130630254,-4.597052913358233
0.8,6.588472775535871,0.33735902140524143,12.614797659573174,425.97977503108865,0.5222812884783754,0.6361457469073767,0.22810303792266673,3.4410360503115727,-4.598664500910331
0.81,6.590760991818516,0.34371347688670073,12.371304609172498,425.8503502636577,0.5327458340110635,0.6346059856749353,0.2295347924733182,3.511200461353939,-4.600247852807556
0.8200000000000001,6.593063471385338,0.35005114111874014,12.136956343499936,425.72340421810094,0.5432221460462217,0.6327878652832575,0.23095515381106324,3.581498087944895,-4.601800880609475
0.8300000000000001,6.595380094894737,0.3563692341923659,11.911334019779014,425.59910630697834,0.5537062501935529,0.6306921832200191,0.2323630429703627,3.651903180945364,-4.603321511763029
0.84,6.597710732244745,0.3626649847831405,11.694044069371577,425.4776245805653,0.5641941054014942,0.6283198587206551,0.23375738705389004,3.7223895042766606,-4.604807690381017
0.85,6.600055242635815,0.368935631366779,11.48471643519509,425.3591256633874,0.5746816022735959,0.6256719323650989,0.23513711965370554,3.792930321932197,-4.6062573780185305
0.86,6.602413474637819,0.3751784234304425,11.283002951754446,425.2437746909324,0.5851645614974496,0.62274956562135,0.23650118127149788,3.8634983857112917,-4.607668554447189
0.87,6.604785266261245,0.381390622679206,11.088575854763244,425.1317352465496,0.5956387324007953,0.6195540403360539,0.23784851973798204,3.934065923775298,-4.60903921842711
0.88,6.607170445032579,0.3875695042371636,10.90112640865393,425.0231692985406,0.6060997916497357,0.6160867581722129,0.23917809063158657,4.004604630128538,-4.610367388476523
0.89,6.6095688280738765,0.39371235784265024,10.720363641451778,424.91823713745646,0.6165433421042789,0.6123492399943808,0.24048885769576422,4.075085655128929,-4.611651103638854
0.9,6.611980222186494,0.3998164890370512,10.546013177534368,424.8170973136051,0.6269649118466547,0.6083431252015548,0.2417797932552368,4.14547959713498,-4.612888424247257
0.91,6.614404423938981,0.40587922034668134,10.377816159729798,424.7199065747838,0.6373599533980564,0.6040701710080865,0.2430498786310853,4.215756495397647,-4.614077432686366
0.92,6.616841219759116,0.4118978924572129,10.21552825303864,424.6268198042452,0.6477238431395769,0.5995322516729101,0.2442981045543302,4.285885824306741,-4.6152162341512195
0.93,6.619290386030068,0.41786986538013954,10.058918723006814,424.5379899589107,0.6580518809532073,0.5947313576774221,0.24552347157809074,4.355836489102568,-4.616302957403131
0.9400000000000001,6.621751689190678,0.42379251961076136,9.90776958244093,424.4535680078426,0.6683392900987619,0.5896695948524017,0.24672499048823404,4.425576823163976,-4.6173357555224115
0.9500000000000001,6.6242248858398325,0.42966325727718757,9.76187480075197,424.3737028709897,0.6785812173425497,0.5843491834543191,0.24790168271224822,4.495074586984006,-4.61831280665774
0.96,6.6267097228449225,0.43547950327984775,9.621039570746579,424.2985413582195,0.6887727333534602,0.5787724571914565,0.24905258072629444,4.564296968943848,-4.619232314772031
0.97,6.629205937454358,0.4412387064210167,9.485079628163382,424.22822810865443,0.6989088333819278,0.5729418622002491,0.25017672846043837,4.633210587994775,-4.620092510384576
0.98,6.631713257414131,0.44693834052385273,9.353820619682146,424.1629055303254,0.7089844382369057,0.5668599559723847,0.25127318170166113,4.701781498355997,-4.620891651309314
0.99,6.634231401088392,0.4525759055404644,9.227097515520036,424.1027137401615,0.7189943955755937,0.5605294062329347,0.2523410084947386,4.769975196334173,-4.621628023388979
1.0,6.636760077584026,0.4581489286485114,9.104754063078117,424.0477905043347,0.7289334815201239,0.5539529897702289,0.2533792895409448,4.837756629367092,-4.6222999412249095
1.01,6.6392989868792105,0.463654965335869,8.986642278415077,423.99827117897615,0.7387964026148091,0.5471335912179076,0.25438711859404606,4.905090207390508,-4.622905748902312
1.02,6.641847819955907,0.4690916004728696,8.87262197260907,423.9542886512844,0.7485777981368021,0.5400742017895366,0.2553636028539419,4.971939816622312,-4.623443820710729
1.03,6.644406258936289,0.4744564493716597,8.762560310324695,423.91597328105,0.7582722427721679,0.532777917966637,0.25630786335741895,5.038268835853049,-4.62391256185941
1.04,6.646973977223055,0.4797471588322023,8.656331398134112,423.8834528426109,0.7678742496683783,0.525247940140447,0.2572190353658854,5.10404015532539,-4.624310409187423
1.05,6.649550639643607,0.48496140817446864,8.553815900351161,423.8568524672691,0.7773782738731403,0.5174875712081112,0.25809626875030744,5.169216198278184,-4.624635831868107
1.06,6.6521359025980615,0.49009691025636454,8.454900680327823,423.8362945861863,0.7867787161682114,0.509500215123912,0.25893872837281506,5.2337589452225695,-4.624887332107678
1.07,6.654729414211063,0.4951514124769469,8.359478465334885,423.8218988737874,0.7960699273055035,0.5012893754062192,0.25974559446502177,5.297629961008797,-4.625063445837617
1.08,6.657330814487362,0.5001226977644889,8.267447533305706,423.8137821916933,0.8052462126512528,0.49285865360071124,0.26051606300261376,5.3607904247324285,-4.62516274340058
1.09,6.659939735471116,0.5050085855489611,8.178711419864474,423.81205853321427,0.8143018372424093,0.48421174770059694,0.2612493460763421,5.423201162517855,-4.625183830229454
1.1,6.662555801408889,0.5098069327185009,8.093178644190264,423.8168389684261,0.8232310312576189,0.47535245052459096,0.2619446722591956,5.484822683205271,-4.625125347519286
1.11,6.6651786289162995,0.5145156345594529,8.010762452386306,423.8282315898619,0.8320279959032896,0.466284648053239,0.26260128696935503,5.545615216954664,-4.624985972891672
1.12,6.667807827148276,0.5191326256795656,7.931380577131821,423.84634145884576,0.8406869097132036,0.457012317724409,0.26321845282915035,5.605538756766794,-4.6247644210512995
1.1300000000000001,6.6704429979728825,0.5236558809139411,7.854955012492085,423.8712705525013,0.8492019352580097,0.44753952668862285,0.2637954500192663,5.664553102906812,-4.624459444434234
1.1400000000000001,6.673083736148661,0.5280834162133381,7.781411802852281,423.90311771146236,0.8575672262586898,0.43787043002510573,0.26433157662855145,5.722617910200983,-4.624069833847613
1.1500000000000001,6.675729629505454,0.5324132895144432,7.710680845022903,423.9419785883223,0.8657769350957522,0.4280092689192272,0.2648261489989867,5.779692738161133,-4.623594419100302
1.16,6.678380259128641,0.5366436015917226,7.642695702639727,423.98794559685086,0.8738252207034727,0.4179603688021616,0.2652785020655024,5.835737103874799,-4.623032069624169
1.17,6.681035199546764,0.5407724968904865,7.577393432050155,424.0411078620155,0.8817062568360172,0.40772813745363345,0.2656879896907771,5.89071053758205,-4.622381695085508
1.18,6.6836940189224565,0.5447981643407953,7.514714418941064,424.10155117083843,0.8894142406897066,0.39731706306846415,0.2660539849945298,5.944572640842251,-4.621642245986244
1.19,6.686356279246654,0.5487188381518557,7.454602225021138,424.1693579241286,0.8969434018630946,0.3867317122879854,0.2663758806770833,5.997283147176158,-4.6208127142544315
1.2,6.689021536535998,0.552532798586555,7.397003444123997,424.24460708911965,0.9042880116338998,0.3759767281968973,0.2666530893371988,6.0488019850504715,-4.619892133823668
1.21,6.691689341033398,0.5562383727157937,7.341867567147394,424.3273741530567,0.9114423925292056,0.36505682828666397,0.26688504378400424,6.099089343053663,-4.618879581200907
1.22,6.694359237411678,0.5598339351522883,7.289146855288781,424.41773107776316,0.9184009281627323,0.35397680238631324,0.2670711973423501,6.148105737093647,-4.617774176022277
1.23,6.697030764980245,0.56331790876352,7.238796221079089,424.5157462552299,0.9251580733104153,0.3427415105613951,0.26721102415194764,6.1958120794297,-4.616575081596386
1.24,6.699703457894717,0.5666887653635162,7.190773116754865,424.6214844642648,0.9317083641930057,0.3313558809822259,0.26730401945971316,6.242169749333311,-4.615281505434669
1.25,6.7023768453694395,0.5699450263831645,7.145037429544143,424.73500682824067,0.9380464289320112,0.3198249077622395,0.26734969990509505,6.287140665155401,-4.613892699768285
1.26,6.705050451892819,0.573085263518761,7.101551383474201,424.8563707739815,0.9441669981429598,0.3081536487674008,0.26734760379856226,6.330687357560739,-4.612407962051095
1.27,6.707723797445411,0.5761080993585125,7.060279447339439,424.9856299918292,0.950064915627825,0.2963472233976472,0.26729729139236547,6.372773043674727,-4.610826635448194
1.28,6.710396397720666,0.5790122079867139,7.021188248495616,425.1228343969293,0.9557351491264259,0.28441081034133453,0.26719834514388197,6.413361701872992,-4.609148109309536
1.29,6.713067764348288,0.5817963155653392,6.984246492172578,425.2680300917776,0.9611728010848118,0.2723496453037433,0.267050369971189,6.4524181469308,-4.607371819628124
1.3,6.71573740512009,0.5844592008927888,6.949424886021639,425.42125933006935,0.9663731193970314,0.2601690187104877,0.2668529935005104,6.489908105237227,-4.6054972494822755
1.31,6.7184048242182985,0.5869996959395489,6.916696069636201,425.58256048189344,0.9713315080753098,0.2478742733869499,0.26660586630540273,6.525798289768396,-4.603523929461429
1.32,6.721069522446198,0.5894166863605278,6.886034548804838,425.75196800031046,0.9760435378025701,0.23547080221478778,0.26630866213750437,6.5600564745054175,-4.601451438075013
1.33,6.723730997461049,0.5917091119838447,6.857416634275603,425.929512389361,0.9805049563203801,0.2229640457663884,0.2659610781484911,6.5926515679755315,-4.599279402143833
1.34,6.726388744009168,0.5938759672758556,6.83082038482828,426.11522017354235,0.9847116986048907,0.21035948991848796,0.26556283510301704,6.623553685590085,-4.597007497173483
1.35,6.729042254163109,0.5959163017822144,6.806225554468234,426.30911386879933,0.9886598967831068,0.1976626634458689,0.26511367758268456,6.652734220450064,-4.594635447709237
1.36,6.731691017560822,0.5978292205447729,6.783613543571368,426.51121195506755,0.9923458897419426,0.18487913559624425,0.264613374180378,6.680165912289237,-4.592163027671946
1.37,6.7343345216467165,0.5996138844941393,6.762967353824451,426.7215288504158,0.9957662323829579,0.1720145136474338,0.26406171768509346,6.70582291422664,-4.589590060674377
1.3800000000000001,6.736972251914524,0.6012695108177216,6.744271546819115,426.94007488682416,0.9989177044764703,0.15907444044780394,0.26345852525690994,6.729680857004133,-4.5869164203175385
1.3900000000000001,6.739603692151855,0.6027953733030954,6.7275122061709185,427.1668562876448,1.0017973190698704,0.1460645919411363,0.2628036385919241,6.751716910391128,-4.584142030466415
1.4000000000000001,6.742228324686362,0.6041908026565443,6.712676903047304,427.4018751467826,1.0044023304064646,0.1329906746769638,0.262096924076749,6.771909841447456,-4.5812668655046735
1.41,6.74484563063339,0.6054551867966347,6.699754665000003,427.64512940963886,1.006730241313006,0.11985842330749508,0.2613382729326208,6.790240069346526,-4.578290950567784
1.42,6.7474550901450145,0.6065879711226942,6.688735948008636,427.8966128558589,1.0087788100162423,0.1066735980721989,0.2605276013488478,6.806689716474525,-4.5752143617540915
1.43,6.750056182660367,0.6075886587580787,6.679612611652882,428.1563150839209,1.0105460563513209,0.09344198227120293,0.25966485060515687,6.821242655537285,-4.572037226313345
1.44,6.752648387157118,0.6084568107681183,6.672377897340728,428.4242214976091,1.0120302673276915,0.08016937972849525,0.2587499871831156,6.833884552424523,-4.568759722812187
1.45,6.755231182404029,0.6091920463526486,6.66702640953012,428.7003132944076,1.0132300020212648,0.06686161224621068,0.25778300286609657,6.844602904601345,-4.565382081276134
1.46,6.75780404721444,0.6097940430130425,6.6635540998906135,428.98456745585327,1.0141440957649572,0.053524517051006804,0.2567639148277401,6.853387074819056,-4.561904583307603
1.47,6.760366460700584,0.6102625366936687,6.661958254360871,429.27695673988524,1.014771663613367,0.04016394423361214,0.2556927657087371,6.8602283199611405,-4.558327562179504
1.48,6.762917902528614,0.6105973218977148,6.662237483066481,429.577449675229,1.0151121030611765,0.026785754182850896,0.25456962368162195,6.865119814865902,-4.554651402903941
1.49,6.765457853174216,0.6107982517773257,6.664391713071329,429.8860105578453,1.015165095998883,0.013395815015027068,0.2533945825035744,6.868056670994,-4.5508765422756605
1.5,6.767985794178686,0.6108652381980153,6.668422183944133,430.20259944948486,1.0149306098936381,0.0,0.2521677615569651,6.869035949837253,-4.547003468889727
1.51,6.7705012084053555,0.6107982517773257,6.674331446130029,430.52717217837744,1.0144088981872617,-0.013395815015027068,0.2508893058775108,6.868056670994,-4.5430327231330985
1.52,6.773003580296236,0.6105973218977148,6.682123362125427,430.85968034208895,1.013600499907847,-0.026785754182850896,0.24955938616972873,6.865119814865902,-4.538964897149669
1.53,6.77549239612875,0.6102625366936687,6.691803110462444,431.20007131257665,1.012506238495789,-0.04016394423361214,0.248178198809601,6.860228319961141,-4.534800634778427
1.54,6.777967144272428,0.6097940430130425,6.703377192517536,431.54828824347237,1.011127219849444,-0.053524517051006804,0.24674596583458275,6.853387074819056,-4.530540631464353
1.55,6.780427315445442,0.6091920463526486,6.716853442167129,431.90427007962194,1.0094648296000042,-0.06686161224621068,0.24526293492046491,6.844602904601346,-4.526185634141718
1.56,6.782872402970837,0.6084568107681183,6.732241038321449,432.2679515689063,1.0075207296294328,-0.0801693797284897,0.2437293793450479,6.833884552424523,-4.5217364410894625
1.57,6.785301903032343,0.6075886587580788,6.7495505203762445,432.6392632763703,1.0052968538494775,-0.09344198227120293,0.24214559793858115,6.8212426555372865,-4.517193901758356
1.58,6.787715314929609,0.6065879711226942,6.768793806630748,433.0181316006814,1.002795403263773,-0.10667359807220445,0.24051191502070246,6.806689716474525,-4.5125589165696365
1.59,6.790112141332757,0.6054551867966347,6.78998421572915,433.40447879294044,1.000018840338879,-0.11985842330749508,0.2388286803240991,6.790240069346526,-4.5078324366848905
1.6,6.792491888536091,0.6041908026565443,6.813136491192104,433.7982229778645,0.9969698827136808,-0.13299067467696934,0.23709626890431323,6.771909841447456,-4.503015463746903
1.61,6.794854066710843,0.6027953733030953,6.8382668291141755,434.1992781773586,0.9936514962799491,-0.1460645919411363,0.23531508103600274,6.751716910391126,-4.498109049591288
1.62,6.797198190156811,0.6012695108177216,6.865392909113202,434.6075543364945,0.9900668876699149,-0.1590744404477984,0.23348554209556838,6.729680857004133,-4.493114295928672
1.6300000000000001,6.799523777552754,0.5996138844941393,6.894533928627794,435.0229573519073,0.9862194961895053,-0.1720145136474338,0.2316081024296146,6.70582291422664,-4.488032353997293
1.6400000000000001,6.801830352205403,0.5978292205447729,6.925710640670014,435.4453891026256,0.9821129852383457,-0.18487913559624425,0.2296832372098212,6.680165912289237,-4.482864424185837
1.6500000000000001,6.804117442296951,0.5959163017822144,6.9589453951517735,435.8747474833424,0.9777512332597567,-0.1976626634458689,0.2277114462737817,6.652734220450064,-4.477611755626401
1.6600000000000001,6.806384581130879,0.5938759672758556,6.994262183915394,436.31092644013546,0.9731383242657711,-0.21035948991848796,0.2256932539517642,6.623553685590085,-4.4722756457575095
