board,drift_deg,roll_case,element_index,sub_index,rho_v_kg_m2_s,rho_kgm3,scan_speed_ms,incidence_deg_derived,incidence_deg_stored_parent
default_shortboard,0,0,9,3,20459.9993216337,1023.0,19.9999993368854,2.33476050808331,2.33366537094116
default_shortboard,0,0,9,4,20459.9997062661,1023.0,19.9999997128701,2.48582463594462,2.33366537094116
default_shortboard,0,0,9,5,20460.0003259944,1023.0,20.0000003186651,2.45759497637854,2.33366537094116
default_shortboard,0,0,9,6,20459.9998818315,1023.0,19.9999998844882,2.35317645680348,2.33366537094116
default_shortboard,0,0,9,7,20460.0004569366,1023.0,20.0000004466633,1.8491766447796,2.33366537094116
default_shortboard,0,0,9,8,20460.0008934362,1023.0,20.0000008733492,1.37039924428886,2.33366537094116
default_shortboard,0,0,9,9,20460.0001903818,1023.0,20.0000001861014,1.18812454536834,2.33366537094116
default_shortboard,0,0,10,0,20459.9997736476,1023.0,19.9999997787367,-0.009231960976609,1.11873662471771
default_shortboard,0,0,10,1,20459.9992305079,1023.0,19.9999992478083,1.5996993565429,1.11873662471771
default_shortboard,0,0,10,2,20459.9997343394,1023.0,19.9999997403123,1.83417606971279,1.11873662471771
default_shortboard,0,0,10,3,20460.0012535729,1023.0,20.0000012253889,2.10900868945244,1.11873662471771
default_shortboard,0,0,10,4,20460.0003867815,1023.0,20.0000003780856,2.10321660652605,1.11873662471771
default_shortboard,0,0,10,5,20459.9993858145,1023.0,19.9999993996231,2.29513366942427,1.11873662471771
default_shortboard,0,0,10,6,20460.0003560931,1023.0,20.0000003480871,1.97245803136426,1.11873662471771
default_shortboard,0,0,10,7,20460.0007230535,1023.0,20.0000007067972,1.7272933824453,1.11873662471771
default_shortboard,0,0,10,8,20460.0009728854,1023.0,20.0000009510122,1.12334659739296,1.11873662471771
default_shortboard,0,0,10,9,20460.0011092332,1023.0,20.0000010842944,0.201354731576045,1.11873662471771
default_shortboard,0,0,11,0,20459.9999140137,1023.0,19.999999915947,-0.478077490448347,0.649891138076782
default_shortboard,0,0,11,1,20459.9984765621,1023.0,19.9999985108134,1.09028859488714,0.649891138076782
default_shortboard,0,0,11,2,20460.00126098,1023.0,20.0000012326295,1.99927486484238,0.649891138076782
default_shortboard,0,0,11,3,20460.0009525611,1023.0,20.0000009311447,1.85703411229653,0.649891138076782
default_shortboard,0,0,11,4,20459.9991013718,1023.0,19.9999991215756,2.07010010802168,0.649891138076782
default_shortboard,0,0,11,5,20459.9997203162,1023.0,19.9999997266043,2.10590833133252,0.649891138076782
default_shortboard,0,0,11,6,20460.0003458354,1023.0,20.00000033806,2.04245725100256,0.649891138076782
default_shortboard,0,0,11,7,20460.0006791638,1023.0,20.0000006638942,2.0871172317747,0.649891138076782
default_shortboard,0,0,11,8,20460.000480944,1023.0,20.000000470131,0.654501122710514,0.649891138076782
default_shortboard,0,0,11,9,20459.9999255199,1023.0,19.9999999271944,-0.26749080265252,0.649891138076782
default_shortboard,0,1,0,0,,,,,36.015983581543
default_shortboard,0,1,0,1,,,,,36.015983581543
default_shortboard,0,1,0,2,,,,,36.015983581543
default_shortboard,0,1,0,3,,,,,36.015983581543
default_shortboard,0,1,0,4,20460.0003940797,1023.0,20.0000003852196,58.3152368766535,36.015983581543
default_shortboard,0,1,0,5,20459.9989388438,1023.0,19.9999989627017,41.4847675385917,36.015983581543
default_shortboard,0,1,0,6,20459.9992356727,1023.0,19.999999252857,39.5947093430362,36.015983581543
default_shortboard,0,1,0,7,20460.000688104,1023.0,20.0000006726334,38.8356287539619,36.015983581543
default_shortboard,0,1,0,8,20459.9997061664,1023.0,19.9999997127726,38.7276869899596,36.015983581543
default_shortboard,0,1,0,9,20460.0010847751,1023.0,20.0000010603862,38.8724438729339,36.015983581543
default_shortboard,0,1,1,0,20459.9994024651,1023.0,19.9999994158994,20.9002607671289,18.4914169311523
default_shortboard,0,1,1,1,20460.000138659,1023.0,20.0000001355416,22.4054354627488,18.4914169311523
default_shortboard,0,1,1,2,20459.999494951,1023.0,19.999999506306,24.0286404568004,18.4914169311523
default_shortboard,0,1,1,3,20460.0002054177,1023.0,20.0000002007993,22.0113125723521,18.4914169311523
default_shortboard,0,1,1,4,20459.9998786998,1023.0,19.999999881427,21.9422567460919,18.4914169311523
