board,drift_deg,roll_case,element_index,rho_v_kg_m2_s,rho_kgm3,scan_speed_ms,incidence_deg_derived,incidence_deg_residual,n_sub_elements
default_shortboard,10,1,8,20460.000845764,1023,20.0000008267487,2.59326975795978,-0.446559019353455,10
default_shortboard,10,2,0,20460.0006468274,1023,20.0000006322849,27.8246032046507,-0.282406683044595,10
default_shortboard,10,2,1,20459.9988338615,1023,19.9999988600797,8.7054869535983,-0.124652206557947,10
default_shortboard,10,2,2,20460.0001525234,1023,20.0000001490942,6.09493189237899,-0.746543117539221,10
default_shortboard,10,2,3,20459.9983268645,1023,19.9999983644815,4.98318175841918,-0.871641354068614,10
default_shortboard,10,2,4,20460.0013466563,1023,20.0000013163796,3.73058744869149,-0.536162887001865,10
default_shortboard,10,2,5,20460.0035781977,1023,20.0000034977494,3.38761559251465,-0.443896381820065,10
default_shortboard,10,2,6,20459.9964549385,1023,19.9999965346417,3.4657753680417,-0.370923640899953,10
default_shortboard,10,2,7,20460.0014559512,1023,20.0000014232172,4.44474210809803,-0.526096915492062,10
default_shortboard,10,2,8,20459.9994985899,1023,19.9999995098631,4.13620243747346,-0.0382665566671641,10
default_shortboard,10,3,0,20459.9974366708,1023,19.9999974943018,42.385357368552,-2.61464263144805,10
default_shortboard,10,3,1,20460.0010017542,1023,20.0000009792319,11.3418240537137,-0.415637494137831,10
default_shortboard,10,3,2,20459.9988294591,1023,19.9999988557763,6.59824722865909,-1.07814532657772,10
default_shortboard,10,3,3,20459.9989019087,1023,19.999998926597,5.54515715322336,-0.939432900334994,10
default_shortboard,10,3,4,20459.9981881006,1023,19.9999982288373,4.9898198407687,-0.833533449789165,10
default_shortboard,10,3,5,20459.9997988424,1023,19.999999803365,4.9075070149339,-0.622616218861268,10
default_shortboard,10,3,6,20460.0004039004,1023,20.0000003948196,9.19266968995296,-1.0214797851447,10
default_shortboard,10,3,7,20460.0011988276,1023,20.0000011718745,3.35273564629505,-0.0095709485535797,10
default_shortboard,10,3,8,20459.9994259877,1023,19.9999994388932,3.41310057177171,0.153530211587995,10
default_shortboard,10,3,9,20460.0003049495,1023,20.0000002980934,7.30486413060438,-0.28543976725329,10
default_shortboard,10,3,10,20460.0008513403,1023,20.0000008321997,7.06591120710118,-0.0767584706331901,10
default_shortboard,10,4,0,20460.0005004592,1023,20.0000004892074,35.0935986986033,0.089013432490006,10
default_shortboard,10,4,1,20460.0010078066,1023,20.0000009851481,12.7301662141838,-1.19135115794755,10
default_shortboard,10,4,2,20460.0011154271,1023,20.000001090349,16.6191609203631,-0.720986098069488,10
