board,drift_deg,roll_case,element_index,rho_v_kg_m2_s,rho_kgm3,scan_speed_ms,incidence_deg_derived,incidence_deg_residual,n_sub_elements
default_shortboard,30,3,9,20459.9993628119,1023,19.9999993771377,1.90196223851869,0.260597306458445,10
default_shortboard,30,4,0,20460.0003011932,1023,20.0000002944215,,,10
default_shortboard,30,4,1,20459.9965946138,1023,19.9999966711767,,,10
default_shortboard,30,4,2,20460.0000455204,1023,20.000000044497,15.4723683963895,0.537681735622874,10
default_shortboard,30,4,3,20460.000565255,1023,20.0000005525464,10.1386973047661,-1.02793057914505,10
default_shortboard,30,4,4,20460.0007139918,1023,20.0000006979392,7.97882797233533,-2.05344245918322,10
default_shortboard,30,4,5,20459.9992633382,1023,19.9999992799005,7.6286501240572,-1.94611698867473,10
default_shortboard,30,4,6,20460.0001126297,1023,20.0000001100974,9.7816030013397,-2.13708005072329,10
default_shortboard,30,4,7,20459.9991423098,1023,19.9999991615932,5.78921902835253,-1.07687365353223,10
default_shortboard,30,4,8,20460.0014319852,1023,20.0000013997901,7.56740450954947,-1.04548954867807,10
default_shortboard,30,4,9,20459.9993439276,1023,19.999999358678,4.21613837524313,-0.326829421082551,10
default_shortboard,30,4,10,20460.0013952077,1023,20.0000013638394,4.77249213277183,-0.144745625864648,10
default_shortboard,45,0,0,20460.0021042549,1023,20.0000020569452,5.60528174699902,-0.236494147166024,10
default_shortboard,45,0,1,20459.9955208224,1023,19.9999956215273,3.82143313571205,-0.396160534179307,10
default_shortboard,45,1,0,20460.0019634786,1023,20.0000019193339,11.9923880372335,-1.19016239306432,10
default_shortboard,45,1,1,20460.0008014402,1023,20.0000007834215,6.8734975599277,-0.675102636910675,10
default_shortboard,45,1,2,20459.9999800137,1023,19.9999999804631,4.08059096365966,-0.572300195397956,10
default_shortboard,45,1,3,20459.998666504,1023,19.9999986964848,3.41496376009846,-0.46338363675213,10
default_shortboard,45,1,4,20459.99900753,1023,19.9999990298436,2.90790969768518,-0.354695254173337,10
default_shortboard,45,1,5,20460.0001383398,1023,20.0000001352296,2.60703419384407,-0.126306307941207,10
default_shortboard,45,1,6,20459.9989998031,1023,19.9999990222904,2.40068111019804,0.114249320799844,10
default_shortboard,45,1,7,20459.9980953558,1023,19.9999981381777,1.87492193328219,0.200384751427938,10
default_shortboard,45,1,8,20459.9984457978,1023,19.9999984807408,1.4970709506302,-0.0220380600662102,10
default_shortboard,45,1,9,20460.0013314755,1023,20.0000013015401,1.82292359495738,0.425424152856852,10
default_shortboard,45,2,0,20460.0010352614,1023,20.0000010119858,23.8091577764175,-3.88206155341648,10
default_shortboard,45,2,1,20460.0005887065,1023,20.0000005754707,9.74069663997454,-0.722892074625065,10
default_shortboard,45,2,2,20459.9984156395,1023,19.9999984512606,5.77243385437818,-1.70592727538256,10
default_shortboard,45,2,3,20459.9992849781,1023,19.9999993010538,4.58522647500882,-1.02394443868747,10
default_shortboard,45,2,4,20459.9962271006,1023,19.9999963119263,3.64470576995,-0.780480387276559,10
default_shortboard,45,2,5,20460.0000628892,1023,20.0000000614752,4.18063700227551,-0.756844877912482,10
default_shortboard,45,2,6,20460.0030647243,1023,20.0000029958205,3.21003301268095,-0.151346610732137,10
default_shortboard,45,2,7,20460.0014590402,1023,20.0000014262367,3.97110483899111,-0.144919178342874,10
default_shortboard,45,2,8,20460.0015148246,1023,20.000001480767,1.92238097816333,0.466482454832638,10
default_shortboard,45,2,9,20460.0010529905,1023,20.0000010293162,2.42076080908948,0.313685594703489,10
default_shortboard,45,3,0,20459.9997707098,1023,19.9999997758649,35.5915495081228,6.54489576056418,10
default_shortboard,45,3,1,20460.0024180255,1023,20.0000023636613,11.9510278150492,-0.237714822585072,10
default_shortboard,45,3,2,20459.99992522,1023,19.9999999269013,7.20382367598145,-1.50139559281738,10
default_shortboard,45,3,3,20460.0003383046,1023,20.0000003306985,5.25997542554022,-1.51895857638239,10
default_shortboard,45,3,4,20460.002578874,1023,20.0000025208935,4.88582207307606,-1.13812182798596,10
default_shortboard,45,3,5,20460.0001317025,1023,20.0000001287414,4.51945762554351,-0.544331742132273,10
default_shortboard,45,3,6,20460.0005293698,1023,20.000000517468,5.08780601971446,-1.32256099230947,10
default_shortboard,45,3,7,20459.9991880758,1023,19.9999992063302,1.83433346470333,0.432179138264428,10
default_shortboard,45,3,8,20460.0006210046,1023,20.0000006070426,1.82388860681943,0.480045504364292,10
default_shortboard,45,4,0,20459.9993216979,1023,19.9999993369481,,,10
default_shortboard,45,4,1,20459.9991931609,1023,19.999999211301,,,10
default_shortboard,45,4,2,20460.0026259285,1023,20.0000025668901,13.2769675813693,0.49256187305636,10
default_shortboard,45,4,3,20459.9987832032,1023,19.9999988105603,9.60883645215452,-1.64761801561891,10
default_shortboard,45,4,4,20459.9993255373,1023,19.9999993407012,7.864140779985,-2.38420459507603,10
default_shortboard,45,4,5,20460.0009661806,1023,20.000000944458,7.35596367696511,-2.23175624033225,10
default_shortboard,45,4,6,20459.9991077853,1023,19.9999991278449,9.41268470777661,-2.66802093492359,10
default_shortboard,45,4,7,20459.9990603835,1023,19.9999990815088,8.16319515640013,-2.00548884933717,10
default_shortboard,45,4,8,20459.9981738802,1023,19.9999982149367,8.1846917274785,-1.70990151135207,10
default_shortboard,45,4,9,20460.0000124588,1023,20.0000000121787,3.80793530571512,0.166258641362706,10
default_shortboard,5,0,0,20460.0000408465,1023,20.0000000399281,18.5578805796264,-0.329871953332539,10
default_shortboard,5,0,1,20460.0009825681,1023,20.0000009604771,14.3504239140438,0.695968729107268,10
default_shortboard,5,0,2,20459.9969801889,1023,19.999997048083,10.6804042590659,0.420820785860331,10
default_shortboard,5,0,3,20459.999883751,1023,19.9999998863646,6.35523077111203,0.482428990411343,10
default_shortboard,5,0,4,20460.0029660729,1023,20.000002899387,4.71775290979521,-0.207859063013631,10
default_shortboard,5,0,5,20459.999359302,1023,19.9999993737067,3.71455927528972,-0.746534150461013,10
default_shortboard,5,0,6,20460.0019722702,1023,20.0000019279279,3.01275798946728,-1.07401159137379,10
default_shortboard,5,0,7,20460.003364108,1023,20.0000032884732,2.55972788293022,-1.11439468901497,10
default_shortboard,5,0,8,20459.9993291676,1023,19.9999993442499,2.23227094434754,-0.886116277942501,10
default_shortboard,5,0,9,20460.0000286921,1023,20.000000028047,2.11485739801291,-0.70134834196207,10
default_shortboard,5,0,10,20460.0015861604,1023,20.0000015504989,2.01299640320506,-0.564881118309837,10
default_shortboard,5,1,0,20460.0022294123,1023,20.0000021792887,29.4409330752795,-8.59532562223025,10
default_shortboard,5,1,1,20460.0013280429,1023,20.0000012981846,18.0998594531901,-0.246850751888065,10
default_shortboard,5,1,2,20460.0036979199,1023,20.0000036147799,12.9444549284424,0.168183108374011,10
default_shortboard,5,1,3,20460.0001151451,1023,20.0000001125563,6.7767612260707,0.36614149035293,10
default_shortboard,5,1,4,20459.9985656517,1023,19.9999985979,4.53597846962337,-0.458350029216964,10
default_shortboard,5,1,5,20459.9992363641,1023,19.9999992535329,3.58205901810023,-0.776332266842393,10
default_shortboard,5,1,6,20460.001770423,1023,20.0000017306187,3.08164372124955,-0.812101462695147,10
default_shortboard,5,1,7,20459.9964565348,1023,19.9999965362022,2.770736037924,-0.774042070672798,10
default_shortboard,5,1,8,20460.0003876356,1023,20.0000003789204,2.58142855535665,-0.509394618166295,10
default_shortboard,5,1,9,20460.0016554471,1023,20.0000016182279,2.51791483372059,-0.16601294070873,10
default_shortboard,5,1,10,20460.0011998431,1023,20.0000011728672,2.22609712422482,-0.202968818539462,10
default_shortboard,5,1,11,20459.9994816992,1023,19.9999994933521,2.08798759913378,-0.0710020687586796,10
default_shortboard,5,2,0,20459.9998544622,1023,19.9999998577343,23.2858813319941,-3.99967927591609,10
default_shortboard,5,2,1,20460.0021947243,1023,20.0000021453806,8.86632930189151,-0.0588845118902253,10
default_shortboard,5,2,2,20459.9995870163,1023,19.9999995963014,6.35164739813676,-0.701038816310261,10
default_shortboard,5,2,3,20459.9999021551,1023,19.9999999043549,4.73892375369145,-0.826019559907179,10
default_shortboard,5,2,4,20460.0004751559,1023,20.0000004644731,3.5047081960097,-0.567083929692206,10
default_shortboard,5,2,5,20459.9994496822,1023,19.9999994620549,3.28628381077352,-0.339291254839274,10
default_shortboard,5,2,6,20460.0002404528,1023,20.0000002350467,3.03233494641293,-0.0569177639294729,10
default_shortboard,5,2,7,20460.0025440455,1023,20.000002486848,3.14697298833238,0.227612112249004,10
default_shortboard,5,2,8,20460.00110748,1023,20.0000010825806,3.26400342602017,0.270705372278714,10
default_shortboard,5,2,9,20460.0000445383,1023,20.000000043537,3.29914950448934,0.457889786548057,10
default_shortboard,5,3,0,20460.0007587589,1023,20.0000007416998,40.4794364818348,-4.52056351816515,10
default_shortboard,5,3,1,20459.9989803077,1023,19.9999990032333,10.3835702434727,-0.535434196834965,10
default_shortboard,5,3,2,20460.0011530849,1023,20.0000011271602,7.86907264496317,-1.11467102263937,10
default_shortboard,5,3,3,20460.0008860545,1023,20.0000008661334,5.64658615589715,-1.03223683833503,10
default_shortboard,5,3,4,20460.0005558013,1023,20.0000005433053,4.90385770175461,-0.774235731625517,10
default_shortboard,5,3,5,20459.998476657,1023,19.9999985109062,4.37589695356411,-0.460380054492533,10
default_shortboard,5,3,6,20459.9983130416,1023,19.9999983509693,4.03817267641055,-0.0697527386285106,10
default_shortboard,5,3,7,20460.0023547658,1023,20.0000023018239,4.07372678931658,0.042295114359308,10
default_shortboard,5,3,8,20459.9980612728,1023,19.999998104861,4.74730731558575,0.127012267825738,10
default_shortboard,5,4,0,20460.0018938527,1023,20.0000018512734,13.1876460303256,-1.43137824640776,10
default_shortboard,5,4,1,20460.0009861632,1023,20.0000009639914,18.2213407113524,-1.31104606843274,10
default_shortboard,5,4,2,20459.9992402644,1023,19.9999992573455,11.2296469881519,-1.58261268592034,10
default_shortboard,5,4,3,20459.9983770606,1023,19.9999984135489,9.34045228819884,-1.37757196564637,10
default_shortboard,5,4,4,20460.0014689798,1023,20.0000014359529,8.46653615424022,-1.06726206353322,10
default_shortboard,5,4,5,20460.0000372663,1023,20.0000000364284,28.1942881196506,-0.687740460061306,10
default_shortboard,5,4,6,20460.0009651691,1023,20.0000009434693,19.356266108869,0.0934925950750127,10
default_shortboard,60,0,0,20460.0017198857,1023,20.0000016812177,11.8906141414442,-2.19093836404901,10
default_shortboard,60,0,1,20459.9991439372,1023,19.999999163184,7.06190747405582,-0.756984051212738,10
default_shortboard,60,0,2,20460.0033141065,1023,20.0000032395958,4.93911151519624,-0.924565986482224,10
default_shortboard,60,0,3,20459.9984673118,1023,19.9999985017711,3.40618959631979,-0.596806848382358,10
default_shortboard,60,0,4,20459.9997911691,1023,19.9999997958642,2.92267679315403,-0.300122031156276,10
default_shortboard,60,0,5,20459.9982672191,1023,19.999998306177,2.5589186841193,0.0644521409216705,10
default_shortboard,60,1,0,20459.9984242835,1023,19.9999984597101,15.413053287443,-6.46598838430993,10
default_shortboard,60,1,1,20459.9958644618,1023,19.9999959574407,9.28018013279498,-1.14034827907026,10
default_shortboard,60,1,2,20460.0017226675,1023,20.000001683937,6.05326151298263,-1.77998948646805,10
default_shortboard,60,1,3,20460.0006308361,1023,20.000000616653,4.53573901202559,-1.02885382626176,10
default_shortboard,60,1,4,20459.9982024181,1023,19.999998242833,3.98935318654696,-0.748896592200602,10
default_shortboard,60,1,5,20460.0034748534,1023,20.0000033967287,3.50442396246496,-0.468983544477789,10
default_shortboard,60,1,6,20459.9988743197,1023,19.9999988996283,2.95384457941903,0.116859229763877,10
default_shortboard,60,1,7,20460.0013756755,1023,20.0000013447463,2.53442026825414,0.389573113636833,10
default_shortboard,60,1,8,20460.0001165894,1023,20.0000001139681,2.31214966052409,0.601611511644089,10
default_shortboard,60,1,9,20459.9991424424,1023,19.9999991617228,2.00481072885976,0.647740044426781,10
default_shortboard,60,2,0,20459.9981625225,1023,19.9999982038343,36.0765775143507,8.57598623627449,10
default_shortboard,60,2,1,20459.9975579166,1023,19.9999976128217,10.4881834222548,-0.570910053086957,10
default_shortboard,60,2,2,20459.9998441236,1023,19.9999998476282,7.62032075507606,-1.42959455864464,10
default_shortboard,60,2,3,20459.9983642443,1023,19.9999984010208,5.64528159473791,-1.50769348765955,10
default_shortboard,60,2,4,20459.9979188668,1023,19.9999979656567,4.91204801977236,-1.09734328805845,10
default_shortboard,60,2,5,20459.9999784097,1023,19.9999999788952,3.91247962811755,-0.830722581355109,10
default_shortboard,60,2,6,20460.0021306991,1023,20.0000020827949,3.80273896778,-0.425535377617952,10
default_shortboard,60,2,7,20460.0024524609,1023,20.0000023973224,3.84791045045583,-0.459552241804913,10
default_shortboard,60,2,8,20460.000992527,1023,20.0000009702121,3.61878285027476,0.0901275596711271,10
default_shortboard,60,2,9,20459.9987441005,1023,19.9999987723368,3.49683305924353,0.60814425652441,10
default_shortboard,60,3,0,20460.0008885478,1023,20.0000008685707,53.3733244590983,28.4264555626139,10
default_shortboard,60,3,1,20459.9989537511,1023,19.9999989772738,,,10
default_shortboard,60,3,2,20460.0001993156,1023,20.0000001948344,11.7889326455169,0.411747777658038,10
default_shortboard,60,3,3,20459.9990077927,1023,19.9999990301004,9.13227228605419,-1.28497643983692,10
default_shortboard,60,3,4,20460.0029308541,1023,20.00000286496,8.01333717484753,-2.54702659468372,10
default_shortboard,60,3,5,20460.0022579971,1023,20.0000022072308,7.25923289262974,-2.10043965375698,10
default_shortboard,60,3,6,20460.0003238405,1023,20.0000003165597,6.94748123815598,-2.05309192010818,10
default_shortboard,60,3,7,20459.9986682984,1023,19.9999986982389,7.27977508392983,-1.8119130721981,10
default_shortboard,60,3,8,20460.0012744971,1023,20.0000012458427,5.63758172294559,-0.958561522751429,10
default_shortboard,60,3,9,20459.9999653182,1023,19.9999999660979,5.93962116147826,-0.605319310170911,10
default_shortboard,60,3,10,20459.999888028,1023,19.9999998905454,5.19958110143378,0.100753739373234,10
default_shortboard,75,0,0,20459.9977135292,1023,19.9999977649357,10.6792709179915,-2.91400319852458,10
default_shortboard,75,0,1,20460.000466837,1023,20.0000004563412,7.12101200652092,-1.04200812745125,10
default_shortboard,75,0,2,20459.9987056275,1023,19.9999987347288,4.98123597657743,-0.636796478866908,10
default_shortboard,75,0,3,20459.9976732181,1023,19.9999977255309,3.60754564858251,-0.0913552894515504,10
default_shortboard,75,0,4,20459.9977190238,1023,19.9999977703067,3.12593560005692,0.0122819402363641,10
default_shortboard,75,0,5,20459.9967497304,1023,19.9999968228059,3.05436346124258,0.110918017135522,10
default_shortboard,75,1,0,20460.0004382496,1023,20.0000004283964,15.0287051429872,-7.36858222578719,10
default_shortboard,75,1,1,20459.998047462,1023,19.9999980913607,8.93088818948527,-1.89884470541219,10
default_shortboard,75,1,2,20460.000409887,1023,20.0000004006716,5.79333678897864,-1.14083965602869,10
default_shortboard,75,1,3,20460.0019146451,1023,20.0000018715984,4.73189548109875,-0.629830326091196,10
default_shortboard,75,1,4,20460.0004028276,1023,20.0000003937709,3.69240859345164,-0.221807686531876,10
default_shortboard,75,1,5,20459.9982440363,1023,19.9999982835155,3.28115670701682,-0.108697008879785,10
default_shortboard,75,1,6,20459.9999698977,1023,19.9999999705745,2.80943699818889,0.243241748631394,10
default_shortboard,75,1,7,20459.9997777309,1023,19.9999997827282,2.69540266465374,0.37247566651531,10
default_shortboard,75,1,8,20459.9993865819,1023,19.9999994003734,2.45148082394425,0.599006968925638,10
default_shortboard,75,1,9,20460.0017261713,1023,20.000001687362,2.42152242255474,0.671376271965748,10
default_shortboard,75,2,0,20460.0010247792,1023,20.0000010017392,36.0439234490849,8.45393855528603,10
default_shortboard,75,2,1,20459.9988909774,1023,19.9999989159114,9.98984589307691,-0.950844147511472,10
default_shortboard,75,2,2,20460.0012225211,1023,20.0000011950353,6.96211679261704,-1.89744322020034,10
default_shortboard,75,2,3,20459.9982229136,1023,19.9999982628676,5.85816434949544,-1.50262208849284,10
default_shortboard,75,2,4,20460.0010880781,1023,20.0000010636149,4.78357046163812,-0.925022906892154,10
default_shortboard,75,2,5,20459.9974765839,1023,19.9999975333176,3.89594180110231,-0.82696097370848,10
default_shortboard,75,2,6,20460.0005968557,1023,20.0000005834366,4.06107504033919,-0.802780798436445,10
default_shortboard,75,2,7,20460.0023527284,1023,20.0000022998323,3.89796874378562,-0.542415167347192,10
default_shortboard,75,2,8,20460.0001399426,1023,20.0000001367962,3.33428281309963,0.169587788609274,10
default_shortboard,75,2,9,20459.9997377003,1023,19.9999997435976,2.62140270009346,0.881102879193497,10
default_shortboard,75,3,0,20459.9995348291,1023,19.9999995452875,32.6304606953099,13.6110705891087,10
default_shortboard,75,3,1,20459.9999873775,1023,19.9999999876613,85.0568609490284,60.1733446373829,10
default_shortboard,75,3,2,20460.0024412315,1023,20.0000023863455,11.7699890252033,-0.154210079105818,10
default_shortboard,75,3,3,20459.9976055529,1023,19.999997659387,8.38425401039786,-2.27965590171152,10
default_shortboard,75,3,4,20459.999365351,1023,19.9999993796198,8.02714061920317,-2.41021156127779,10
default_shortboard,75,3,5,20460.0011504498,1023,20.0000011245844,7.19422055074634,-1.94113063028393,10
default_shortboard,75,3,6,20459.9994475923,1023,19.999999460012,6.70323661066274,-1.59392735265513,10
default_shortboard,75,3,7,20460.0013625525,1023,20.0000013319184,7.63373200685656,-1.75571425168837,10
default_shortboard,75,3,8,20460.0007310439,1023,20.0000007146079,5.43286364705485,-0.949415749002277,10
default_shortboard,75,3,9,20459.9998460409,1023,19.9999998495023,5.22901660102549,-0.121524036944481,10
default_shortboard,90,0,0,20459.9973651041,1023,19.9999974243442,15.6783951354796,-10.7244807647889,10
default_shortboard,90,0,1,20460.0024070991,1023,20.0000023529805,9.19611553609894,-1.84942813455535,10
default_shortboard,90,0,2,20459.9995952867,1023,19.9999996043858,5.40050775294675,-5.50755041355715,10
default_shortboard,90,0,3,20459.9990940633,1023,19.9999991144314,,,10
default_shortboard,90,0,4,20459.9985847996,1023,19.9999986166174,,,10
default_shortboard,90,1,0,20460.0021839756,1023,20.0000021348735,36.0373720841155,7.19492480323171,10
default_shortboard,90,1,1,20460.0005349036,1023,20.0000005228774,10.3793508175686,-1.50554927550998,10
default_shortboard,90,1,2,20459.999394733,1023,19.9999994083412,7.01801009062614,-1.92211728211556,10
default_shortboard,90,1,3,20460.0026781444,1023,20.000002617932,5.68525217717673,-1.4935360079429,10
default_shortboard,90,1,4,20460.0000512292,1023,20.0000000500774,4.63002510444542,-0.819497867661514,10
default_shortboard,90,1,5,20460.0021180432,1023,20.0000020704234,4.29985397422693,-0.580565280076044,10
default_shortboard,90,1,6,20459.9998534028,1023,19.9999998566987,3.80567237729782,-0.925731450369413,10
default_shortboard,90,1,7,20460.0007198124,1023,20.0000007036289,3.45854459553578,-0.632289068404648,10
default_shortboard,90,1,8,20459.9980803312,1023,19.9999981234909,3.38175016499551,-0.0978915109535916,10
default_shortboard,90,1,9,20460.0017387464,1023,20.0000016996543,3.161020882336,0.617493994442327,10
default_shortboard,90,2,0,20460.0005113495,1023,20.0000004998529,33.341054018081,13.5927000599511,10
default_shortboard,90,2,1,20460.0016051495,1023,20.0000015690611,31.3078599752424,12.4104600728987,10
default_shortboard,90,2,2,20460.000513585,1023,20.0000005020381,12.0431928995756,-0.122055971274047,10
default_shortboard,90,2,3,20459.9999281767,1023,19.9999999297915,11.4209858282955,0.37900508488733,10
default_shortboard,90,2,4,20459.9991464044,1023,19.9999991655957,7.86020262899633,-2.1771756821609,10
default_shortboard,90,2,5,20459.9994206994,1023,19.9999994337238,8.09758938090459,-2.36310302479609,10
default_shortboard,90,2,6,20460.0001187581,1023,20.000000116088,6.62624772630335,-1.31282345213293,10
default_shortboard,90,2,7,20459.9998098721,1023,19.9999998141468,7.22884552004847,-1.81597526547399,10
default_shortboard,90,2,8,20459.9984165124,1023,19.9999984521138,5.37523118463998,-1.41741522344108,10
default_shortboard,90,2,9,20459.9989854737,1023,19.9999990082832,5.53299032238702,-1.39401163073798,10
