"board","drift_deg","roll_case","element_index","sub_index","boundary_layer_mm","Cl0_Savitsky","Cl0_theorique","Cv_Savitsky","delta_plan_horizontal_deg","deviation_rail_deg","Fx_friction_n","Fx_planing","Fx_rail_n","Fx_rocker","Fz_planing_n","lamda_Savitsky","laminar_boundary_layer_mm","laminar_turbulent_transition_mm","largeur_B_element_mm","longueur_calcul_largeur_element_mm","longueur_element_mm","longueur_mouillee_element_mm","masse_flux_devie_kg_sec_planing","portance_globale_verticale_n","pression_dynamique_B","section_frontale_flux_devie_m2_planing","surface_contact_m2","surface_coupe_partie_immergee_m2","surface_max_element_m2","trainee_globale_horizontale_n","volume_deplacement_litres","volume_litres","inclinaison_roulis_rad_ligne_attack","inclinaison_roulis_rad_ligne_surface","index_dernier_element_on_attack","index_L1_max","index_L1_min","index_L2_max","index_L2_min","index_nose","index_point_contact","index_point_decrochage","index_point_roulis_avant_dans_tab_index_axe_roulis","index_premier_element_on_attack","index_tail","point_attack_on_outline","rho_v_kg_m2_s","rho_kgm3","scan_speed_ms","incidence_deg_derived","incidence_deg_stored_parent"
"DanielThomson_ModernPlaningHull","0","0","0","0","1.50109314918518","0","0","0","3.91466689109802","0","2.54778027534485","2.9232006072998","0","0","36.1050109863281","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","85.6773986816406","11.5101976394653","36.6861114501953","0","0.000562570756301284","0.00354137853719294","0.00237668352201581","0","5.43862819671631","0","0.0982375293970108","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20459.9999387474","1023","19.9999999401245","9.14052586418657","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","1","1.98673057556152","0","0","0","4.0058388710022","0","3.34350967407227","3.76294898986816","0","0","46.9590950012207","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","113.642753601074","15.1161546707153","48.0775680541992","0","0.000738814997021109","0.00469729444012046","0.00396423554047942","0","7.06484270095825","0","0.163857206702232","0","0","0","-1","-1","0","-1","-1","58","0","-1","0","-1","0","20459.9997721533","1023","19.999999777276","9.0493550520052","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","2","2.25656056404114","0","0","0","3.52363681793213","0","3.78563356399536","5.01678514480591","0","0","59.3435707092285","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","129.746887207031","18.1695785522461","60.7075042724609","0","0.000888053677044809","0.00536294095218182","0.00479943957179785","0","8.75015640258789","0","0.198379412293434","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20460.0003602364","1023","20.0000003521373","9.53155687737946","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","3","2.45855474472046","0","0","0","2.87236547470093","0","4.11660623550415","6.68963813781738","0","0","73.9003372192383","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","142.031814575195","21.235107421875","75.4303207397461","0","0.00103788403794169","0.00587072456255555","0.0054430621676147","0","10.7414016723633","0","0.22498282790184","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20460.000005384","1023","20.0000000052629","10.1828284664448","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","4","0.983594238758087","0","0","0","1.89840388298035","0","1.69984459877014","3.5694477558136","0","0","35.8552703857422","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","57.7112121582031","9.44366359710693","36.5974731445313","0","0.000461567135062069","0.00238542770966887","0.00258226925507188","0","5.23716735839844","0","0.106735184788704","0","0","0","-1","-1","0","-1","-1","28","0","-1","0","-1","0","20460.0000297617","1023","20.0000000290925","11.1567895793854","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","5","1.74569475650787","0","0","0","2.5293333530426","0","2.94856643676758","5.17778539657593","0","0","55.2643356323242","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","99.5852203369141","15.3849430084229","56.4726867675781","0","0.000751952291466296","0.00411624228581786","0.00421168375760317","0","8.07673454284668","0","0.174085184931755","0","0","0","-1","-1","0","-1","-1","40","0","-1","0","-1","0","20459.9988363922","1023","19.9999988625535","10.5258602915663","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","6","2.33734273910522","0","0","0","2.99129629135132","0","3.91799736022949","6.12288284301758","0","0","68.4682998657227","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","134.637435913086","19.8969097137451","69.9552383422852","0","0.000972478475887328","0.00556508591398597","0.00523531064391136","0","9.98059558868408","0","0.216395646333694","0","0","0","-1","-1","0","-1","-1","58","0","-1","0","-1","0","20460.0000998381","1023","20.0000000975934","10.063897209072","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","7","2.13363003730774","0","0","0","3.71211695671082","0","3.58420848846436","4.45739078521729","0","0","53.8244476318359","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","122.364692687988","16.799976348877","55.1224060058594","0","0.000821113237179816","0.0050578061491251","0.00453193252906203","0","7.99405097961426","0","0.187322303652763","0","0","0","-1","-1","0","-1","-1","58","0","-1","0","-1","0","20459.999410773","1023","19.9999994240205","9.34307688593937","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","8","1.88757312297821","0","0","0","4.0149564743042","0","3.18103790283203","3.55941367149353","0","0","44.4652252197266","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","107.820137023926","14.3273305892944","45.4524307250977","0","0.000700260570738465","0.00445662345737219","0.00358496140688658","0","6.70093727111816","0","0.148180320858955","0","0","0","-1","-1","0","-1","-1","58","0","-1","0","-1","0","20459.9990174878","1023","19.9999990395775","9.04023718677362","13.055193901062"
"DanielThomson_ModernPlaningHull","0","0","0","9","0.836313247680664","0","0","0","3.37539434432983","0","1.45852077007294","2.0329110622406","0","0","23.6669521331787","0","0.145153880119324","20.5278587341309","41.333869934082","0","0","50.2084312438965","7.13943958282471","23.9032573699951","0","0.000348946225130931","0.00207530870102346","0.00116093759424984","0","3.4706666469574","0","0.0479860417544842","0","0","0","-1","-1","0","-1","-1","58","0","-1","0","-1","0","20459.999474549","1023","19.9999994863627","9.67979898373905","13.055193901062"
