"board","drift_deg","roll_case","n_elements","drag_total_n","lift_total_n","incidence_deg_mean","n_incidence","pos_y"
"default_shortboard_Copy_3","45","1","7","1669.85632324219","3574.96038818359","5.32263115474156","7","0.0269985105842352"
"default_shortboard_Copy_3","45","2","9","2008.48752593994","4576.07382202148","7.36878813637628","9","0.0539970211684704"
"default_shortboard_Copy_3","45","3","9","1882.46962738037","4550.52194213867","8.62138313717312","9","0.0809955298900604"
"default_shortboard_Copy_3","45","4","11","3053.93563079834","4640.61595153809","15.7412037415938","11","0.107994042336941"
"default_shortboard_Copy_3","5","0","11","2307.61605072021","5639.56463623047","6.26230187849565","11","0"
"default_shortboard_Copy_3","5","1","10","2102.86451721191","5115.57266235352","8.82380850315094","10","0.0269985105842352"
"default_shortboard_Copy_3","5","2","10","2010.65091705322","5110.18634033203","6.56593954563141","10","0.0539970211684704"
"default_shortboard_Copy_3","5","3","9","1843.83034515381","4490.5754699707","10.4350900914934","9","0.0809955298900604"
"default_shortboard_Copy_3","5","4","8","1978.97850036621","3962.09539794922","18.1187138557434","8","0.107994042336941"
"default_shortboard_Copy_3","60","0","6","1326.74454498291","3070.00958251953","6.0264112552007","6","0.0269985105842352"
"default_shortboard_Copy_3","60","1","10","2825.01363372803","5070.44961547852","6.29154171943665","10","0.0539970211684704"
"default_shortboard_Copy_3","60","2","10","2505.54077911377","5040.9528503418","7.4987366437912","10","0.0809955298900604"
"default_shortboard_Copy_3","60","3","11","2767.81231689453","5458.08819580078","11.2850001508539","11","0.107994042336941"
"default_shortboard_Copy_3","75","0","6","1429.96652984619","3063.12405395508","5.88882704575856","6","0.0269985105842352"
"default_shortboard_Copy_3","75","1","10","3123.96868133545","5101.51483154297","6.06463134288788","10","0.0539970211684704"
"default_shortboard_Copy_3","75","2","10","2778.45901489258","5059.61413574219","7.37093343734741","10","0.0809955298900604"
"default_shortboard_Copy_3","75","3","10","2956.34742736816","4918.98031616211","11.1824235916138","10","0.107994042336941"
"default_shortboard_Copy_3","90","0","5","32447.4739990234","18687.5993652344","26.3297786712646","5","0.0539970211684704"
"default_shortboard_Copy_3","90","1","10","2819.96644592285","5071.12567138672","7.47247142791748","10","0.0809955298900604"
"default_shortboard_Copy_3","90","2","10","3277.84378051758","4913.81085205078","11.2330762863159","10","0.107994042336941"
