"board","angle_drift_deg","angle_drift_rad","angle_incidence_plan_horizontal_repere_planche_deg","angle_incidence_plan_horizontal_repere_planche_rad","Ra_micron","vitesse_flux_relatif_ms","board_bump","board_polish","chanfrein_nose","chanfrein_tail","distance_entre_elements_mm","epaisseur_ames_bois_mm","epaisseur_plaquage_bois_mm","epaisseur_relative_au_wide_point","epaisseur_sections_bois_mm","etat_contact","fiber_gr_m2_bottom","fiber_gr_m2_top","fiber_mass_kg","foam_density_kgm3","foam_mass_kg","hauteur_flottaison_mm","index_point_1_ligne_attaque","index_point_1foot_nose","index_point_1foot_tail","index_point_2_ligne_attaque","index_point_coupe_roulis_amont","index_point_coupe_roulis_aval","index_pxmax","index_pxmin","index_pymax","index_pymin","lissage_effectue","lock","object_id","position_rail_wood_kit","pression_statique","rayon_planning_m","spoon_camber","spoon_width","spoonx","structure_mass_kg","tail_in","tail_out","total_mass_kg","total_mass_resine_kg","volume_flotaison_litres","volume_shape_litres","x_max","x_min","y_max","y_min"
"default_shortboard_Copy_3","0","0","0","0","0","5","0","6","0.0500000007450581","0","180","4","4","0.026557058095932","4","1","205","330","0.449600845575333","26","0.646316349506378","0","-1","167","34","-1","200","0","200","0","94","307","1","0","0","10","100000","100000","0","0","0","0","0","0","1.77031850814819","0.67440128326416","24.8583221435547","24.8583221435547","1","0","0.134992554783821","-0.134992554783821"
