"board","drift_deg","roll_case","element_index","boundary_layer_mm","Cl0_Savitsky","Cl0_theorique","Cv_Savitsky","delta_plan_horizontal_deg","deviation_rail_deg","Fx_friction_n","Fx_planing","Fx_rail_n","Fx_rocker","Fz_planing_n","lamda_Savitsky","laminar_boundary_layer_mm","laminar_turbulent_transition_mm","largeur_B_element_mm","longueur_calcul_largeur_element_mm","longueur_element_mm","longueur_mouillee_element_mm","masse_flux_devie_kg_sec_planing","portance_globale_verticale_n","pression_dynamique_B","section_frontale_flux_devie_m2_planing","surface_contact_m2","surface_coupe_partie_immergee_m2","surface_max_element_m2","trainee_globale_horizontale_n","volume_deplacement_litres","volume_litres","inclinaison_roulis_rad_ligne_attack","inclinaison_roulis_rad_ligne_surface","index_dernier_element_on_attack","index_L1_max","index_L1_min","index_L2_max","index_L2_min","index_nose","index_point_contact","index_point_decrochage","index_point_roulis_avant_dans_tab_index_axe_roulis","index_premier_element_on_attack","index_tail","point_attack_on_outline","incidence_deg_stored","pos_x","pos_y","attack_index_1","attack_index_2","rho_v_kg_m2_s","rho_kgm3","scan_speed_ms","incidence_deg_derived","incidence_deg_residual","n_sub_elements"
"Bettsy_TowIn","0","0","0","0","0","0","0","3.22901391983032","0","3.00166869163513","205.37663269043","0","0","507.214813232422","0","0","0","73.5980453491211","55.3362083435059","0","55.3362083435059","53.2271003723145","505.576446533203","0","0.00260152015835047","0.0040726363658905","0","0","207.800323486328","0","0.0993022620677948","-0.0584881119430065","0","8","199","1","393","201","200","-1","0","200","0","0","0","39.378532409668","0.0166666675359011","0","8","392","20459.9992052585","1023","19.9999992231266","39.7009299180853","0.322397508417339","10"
"Bettsy_TowIn","0","0","1","0","0","0","0","3.25924396514893","0","9.93772792816162","82.0795669555664","0","0","502.950347900391","0","0","0","126.390159606934","110.676696777344","0","110.676696777344","86.9401397705078","502.976440429688","0","0.00424927333369851","0.0139884455129504","0","0","91.5485000610352","0","0.400144666433334","-0.0624186508357525","0","8","199","1","390","201","200","-1","0","200","0","0","0","20.7412967681885","0.0333333350718021","0","13","386","20460.0017327754","1023","20.0000016938176","17.6841935783857","-3.05710318980275","10"
"Bettsy_TowIn","0","0","2","0","0","0","0","3.25924396514893","0","12.4069194793701","71.3101959228516","0","0","501.548675537109","0","0","0","156.56135559082","110.676696777344","0","110.676696777344","96.8647613525391","503.311584472656","0","0.00473434804007411","0.017327694222331","0","0","83.2607498168945","0","0.50814151763916","-0.0033724142704159","0","9","199","1","387","201","200","-1","0","200","0","0","0","18.5634155273438","0.0500000007450581","0","15","386","20460.000095604","1023","20.0000000934546","15.8562256041974","-2.70718992314632","10"
"Bettsy_TowIn","0","0","3","0","0","0","0","3.30320382118225","0","42.9297790527344","33.3961448669434","0","0","484.315307617188","0","0","0","194.215179443359","332.048309326172","0","332.048309326172","180.010437011719","498.328948974609","0","0.00879816338419914","0.0644888207316399","0","0","75.9280853271484","0","1.97698760032654","-0.000898184138350189","0","9","199","1","379","201","200","-1","0","200","0","0","0","10.5564088821411","0.100000001490116","0","31","370","20460.0016106776","1023","20.0000015744649","7.84127619866779","-2.71513268347332","10"
"Bettsy_TowIn","0","0","4","0","0","0","0","2.88823103904724","0","77.6694107055664","22.4393539428711","0","0","462.772033691406","0","0","0","248.994995117188","497.887573242188","0","497.887573242188","242.066040039063","495.076812744141","0","0.0118311839178205","0.12397151440382","0","0","99.7493743896484","0","3.96163320541382","-0.000772471830714494","0","9","199","1","369","201","200","-1","0","200","0","0","0","7.92461442947388","0.150000005960464","0","48","353","20460.001443681","1023","20.0000014112229","5.47633981982184","-2.44827460965204","10"
"Bettsy_TowIn","0","0","5","0","0","0","0","2.46973395347595","0","116.579261779785","16.2554321289063","0","0","433.837554931641","0","0","0","269.853698730469","718.929138183594","0","718.929138183594","292.792358398438","492.685455322266","0","0.014310478232801","0.194005683064461","0","0","132.51203918457","0","6.7256646156311","-0.000994781614281237","0","9","199","1","359","201","200","-1","0","200","0","0","0","6.3823823928833","0.200000002980232","0","65","335","20459.9981660522","1023","19.9999982072846","4.2301614214748","-2.15222097140851","10"
"Bettsy_TowIn","0","0","6","0","0","0","0","2.22312474250793","0","158.35270690918","12.025505065918","0","0","396.678344726563","0","0","0","307.311248779297","884.679748535156","0","884.679748535156","331.287170410156","491.062744140625","0","0.0161919463425875","0.271872013807297","0","0","170.093185424805","0","10.3475751876831","-0.00203984184190631","0","9","199","1","350","201","200","-1","0","200","0","0","0","5.29018926620483","0.25","0","83","317","20459.9968033995","1023","19.9999968752683","3.41439864027764","-1.87579062592719","10"
"Bettsy_TowIn","0","0","7","0","0","0","0","1.93417489528656","0","199.298736572266","9.07254505157471","0","0","356.496032714844","0","0","0","319.033416748047","1105.64575195313","0","1105.64575195313","356.470367431641","490.208465576172","0","0.0174227952957153","0.352737933397293","0","0","208.122482299805","0","14.3089399337769","-0.000374980241758749","0","9","199","1","339","201","200","-1","0","200","0","0","0","4.44464445114136","0.300000011920929","0","101","299","20459.9986042024","1023","19.999998635584","2.83116406437708","-1.61348038676428","10"
"Bettsy_TowIn","0","0","8","0","0","0","0","1.71344709396362","0","238.694580078125","6.96531009674072","0","0","318.233764648438","0","0","0","340.943634033203","1271.33520507813","0","1271.33520507813","372.312133789063","489.869689941406","0","0.0181970726698637","0.433453649282455","0","0","245.443649291992","0","18.1047325134277","-0.00205685989931226","0","9","199","1","330","201","200","-1","0","200","0","0","0","3.71665596961975","0.349999994039536","0","119","281","20460.0014817576","1023","20.0000014484434","2.40607497289993","-1.31058099671982","10"
"Bettsy_TowIn","0","0","9","0","0","0","0","1.3638209104538","0","277.18017578125","5.72340297698975","0","0","286.259552001953","0","0","0","343.071502685547","1492.189453125","0","1492.189453125","379.222534179688","489.900573730469","0","0.0185348242521286","0.511927664279938","0","0","282.712829589844","0","21.2937145233154","-0.0143165420740843","0","9","199","1","319","201","200","-1","0","200","0","0","0","2.95860838890076","0.400000005960464","0","140","266","20460.0016175571","1023","20.0000015811897","2.07490120814374","-0.883707180757021","10"
"Bettsy_TowIn","0","0","10","0","0","0","0","0.750430524349213","0","317.777282714844","4.61963272094727","0","0","259.615631103516","0","0","0","342.2822265625","1768.16442871094","0","1768.16442871094","389.116729736328","489.844177246094","0","0.0190184134989977","0.60521125793457","0","0","322.227386474609","0","23.9445323944092","-0.00389029504731297","0","8","199","1","310","201","200","-1","0","200","1","0","0","2.11179876327515","0.449999988079071","0","161","239","20459.9994503661","1023","19.9999994627235","1.8007831709596","-0.311015592315543","10"
"Bettsy_TowIn","0","0","11","0","0","0","0","-0.712906301021576","0","353.635589599609","3.80646777153015","0","0","249.779708862305","0","0","0","318.541534423828","2154.8994140625","0","2154.8994140625","415.691650390625","488.299865722656","0","0.0203172843903303","0.686424911022186","0","0","357.284973144531","0","24.8854179382324","-0.0796809494495392","0","5","199","1","299","201","200","-1","0","200","4","0","0","1.10176503658295","0.5","0","194","206","20460.0005790374","1023","20.0000005660189","1.69612812111226","0.59436308452931","10"
"Bettsy_TowIn","0","1","0","0","0","0","0","3.13755631446838","0","3.60432863235474","307.395050048828","0","0","676.957885742188","0","0","0","57.5693206787109","88.1474380493164","0","88.1474380493164","69.3099594116211","506.597595214844","0","0.00338758388534188","0.00507458811625838","0","0","310.202178955078","0","0.122491300106049","0.724200546741486","0","9","207","0","397","216","207","-1","0","215","0","6","0","41.7482872009277","0.0333333350718021","0.0185270234942436","10","390","20459.9979683237","1023","19.9999980140017","41.8788987860099","0.130611585082214","10"
"Bettsy_TowIn","0","1","1","0","0","0","0","3.08701300621033","0","10.3998794555664","85.5377960205078","0","0","526.121948242188","0","0","0","100.814361572266","141.077835083008","0","141.077835083008","91.2368774414063","503.969604492188","0","0.00445928052067757","0.0142226722091436","0","0","95.4506149291992","0","0.400393158197403","0.297842979431152","0","9","207","0","394","216","207","-1","0","215","0","6","0","20.6006698608398","0.0500000007450581","0.0185270234942436","15","386","20459.9995488831","1023","19.9999995590255","18.2722900564372","-2.32837980440262","10"
"Bettsy_TowIn","0","1","2","0","0","0","0","2.91210055351257","0","39.1111221313477","36.1197776794434","0","0","492.67236328125","0","0","0","193.280303955078","299.846771240234","0","299.846771240234","172.883270263672","498.871368408203","0","0.00844981800764799","0.0579544752836227","0","0","74.8235702514648","0","1.76591575145721","0.155804827809334","0","9","207","0","386","216","207","-1","0","215","0","6","0","10.9836874008179","0.100000001490116","0.0185270234942436","24","364","20459.9992694747","1023","19.999999285899","8.38366365599291","-2.60002374482496","10"
"Bettsy_TowIn","0","1","3","0","0","0","0","2.64596557617188","0","71.2568206787109","24.2645435333252","0","0","471.408782958984","0","0","0","221.396530151367","511.459014892578","0","511.459014892578","233.293792724609","495.726257324219","0","0.0114024328067899","0.113235250115395","0","0","95.1537704467773","0","3.65856575965881","0.149676516652107","0","9","207","0","376","216","207","-1","0","215","0","6","0","8.21490383148193","0.150000005960464","0.0185270234942436","33","340","20460.0015345575","1023","20.0000015000562","5.77929944735982","-2.43560438412212","10"
"Bettsy_TowIn","0","1","4","0","0","0","0","2.42269134521484","0","105.822471618652","17.9337921142578","0","0","445.479919433594","0","0","0","257.542572021484","670.104187011719","0","670.104187011719","281.394897460938","493.446716308594","0","0.0137534150853753","0.172580361366272","0","0","123.42374420166","0","6.02296257019043","0.137586668133736","0","9","207","0","366","216","207","-1","0","215","0","6","0","6.66669416427612","0.200000002980232","0.0185270234942436","44","321","20460.001804218","1023","20.0000017636539","4.57090919466163","-2.09578496961449","10"
"Bettsy_TowIn","0","1","5","0","0","0","0","2.14819693565369","0","140.629165649414","13.8519449234009","0","0","414.894561767578","0","0","0","271.457366943359","881.577880859375","0","881.577880859375","317.304992675781","491.959838867188","0","0.0155085539445281","0.239310830831528","0","0","154.182235717773","0","8.97018909454346","0.13801421225071","0","9","207","0","357","216","207","-1","0","215","0","6","0","5.59942770004272","0.25","0.0185270234942436","54","300","20459.9986440216","1023","19.9999986745079","3.71566091007861","-1.88376678996412","10"
"Bettsy_TowIn","0","1","6","0","0","0","0","2.0182774066925","0","162.605743408203","12.1103639602661","0","0","395.404357910156","0","0","0","285.459197998047","987.296569824219","0","987.296569824219","334.323638916016","491.481475830078","0","0.0163403525948524","0.281832873821259","0","0","174.437683105469","0","11.0486755371094","0.167791023850441","0","9","207","0","346","216","207","-1","0","215","0","6","0","5.00896263122559","0.300000011920929","0.0185270234942436","57","284","20460.0015192655","1023","20.0000014851081","3.32380857616727","-1.68515405505831","10"
"Bettsy_TowIn","0","1","7","0","0","0","0","1.75179159641266","0","200.771469116211","10.5718097686768","0","0","361.726440429688","0","0","0","296.642639160156","1198.69519042969","0","1198.69519042969","348.273345947266","491.282287597656","0","0.0170221570879221","0.35558408498764","0","0","211.096328735352","0","14.3342800140381","0.165587291121483","0","8","207","0","337","216","207","-1","0","215","0","6","0","3.9990565776825","0.349999994039536","0.0185270234942436","66","263","20460.000700756","1023","20.000000685001","2.74385337911882","-1.25520319856367","10"
"Bettsy_TowIn","0","1","8","0","0","0","0","1.34991180896759","0","233.855484008789","8.96761608123779","0","0","338.196685791016","0","0","0","291.875823974609","1462.85424804688","0","1462.85424804688","360.626708984375","491.471038818359","0","0.0176259391009808","0.426971793174744","0","0","242.599105834961","0","17.1977310180664","0.244520381093025","0","7","207","0","326","216","207","-1","0","215","0","6","0","3.24024367332458","0.400000005960464","0.0185270234942436","68","240","20459.9997150965","1023","19.999999721502","2.36591503257605","-0.874328640748538","10"
"Bettsy_TowIn","0","1","9","0","0","0","0","1.03643393516541","0","258.229705810547","7.66549396514893","0","0","317.703552246094","0","0","0","292.563873291016","1621.30114746094","0","1621.30114746094","370.362487792969","491.119659423828","0","0.0181017834693193","0.47433415055275","0","0","265.686340332031","0","19.141881942749","0.241946145892143","0","7","207","0","323","216","207","-1","0","215","0","6","0","2.9121789932251","0.416666686534882","0.0185270234942436","82","235","20459.9998901045","1023","19.9999998925752","2.18708208601753","-0.725096907207571","10"
"Bettsy_TowIn","0","2","0","0","0","0","0","2.55610251426697","0","0.880397200584412","119.16877746582","0","0","230.860763549805","0","0","0","8.65180778503418","132.800964355469","0","132.800964355469","23.3330402374268","117.62523651123","0","0.00114042242057621","0.00114896846935153","0","0","119.825759887695","0","0.0218990370631218","1.03579127788544","0","9","214","0","399","231","214","-1","0","230","0","13","0","45","0.0666666701436043","0.0370540469884872","6","393","20459.9978187358","1023","19.9999978677769","83.007467363382","38.007467363382","10"
