"board","drift_deg","roll_case","element_index","sub_index","boundary_layer_mm","Cl0_Savitsky","Cl0_theorique","Cv_Savitsky","delta_plan_horizontal_deg","deviation_rail_deg","Fx_friction_n","Fx_planing","Fx_rail_n","Fx_rocker","Fz_planing_n","lamda_Savitsky","laminar_boundary_layer_mm","laminar_turbulent_transition_mm","largeur_B_element_mm","longueur_calcul_largeur_element_mm","longueur_element_mm","longueur_mouillee_element_mm","masse_flux_devie_kg_sec_planing","portance_globale_verticale_n","pression_dynamique_B","section_frontale_flux_devie_m2_planing","surface_contact_m2","surface_coupe_partie_immergee_m2","surface_max_element_m2","trainee_globale_horizontale_n","volume_deplacement_litres","volume_litres","inclinaison_roulis_rad_ligne_attack","inclinaison_roulis_rad_ligne_surface","index_dernier_element_on_attack","index_L1_max","index_L1_min","index_L2_max","index_L2_min","index_nose","index_point_contact","index_point_decrochage","index_point_roulis_avant_dans_tab_index_axe_roulis","index_premier_element_on_attack","index_tail","point_attack_on_outline","rho_v_kg_m2_s","rho_kgm3","scan_speed_ms","incidence_deg_derived","incidence_deg_stored_parent"
"Bettsy_TowIn","0","0","0","0","0.275062263011932","0","0","0","1.88492071628571","0","0.144987910985947","14.1616725921631","0","0","33.1067543029785","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","24.7500801086426","3.42766833305359","32.992603302002","0","0.000167530219187029","0.000275238475296646","0.000273839919827878","0","14.2767086029053","0","0.00304529420100152","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20460.0002894223","1023","20.0000002829152","37.4936119470067","39.378532409668"
"Bettsy_TowIn","0","0","0","1","0.672032356262207","0","0","0","3.02619743347168","0","0.319987773895264","22.1278648376465","0","0","54.2804832458496","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","42.1530494689941","5.68509960174561","54.1030693054199","0","0.000277864106465131","0.000468771846499294","0.000938576238695532","0","22.3855781555176","0","0.0104376338422298","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20459.999940507","1023","19.9999999418445","36.352338101785","39.378532409668"
"Bettsy_TowIn","0","0","0","2","0.823733508586884","0","0","0","3.37541174888611","0","0.386863529682159","25.3329620361328","0","0","63.0681533813477","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","49.5791435241699","6.63114356994629","62.8677749633789","0","0.000324102817103267","0.000551355304196477","0.00120499648619443","0","25.6459293365479","0","0.0134004168212414","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20459.9997902315","1023","19.9999997949477","36.003122102964","39.378532409668"
"Bettsy_TowIn","0","0","0","3","0.870870232582092","0","0","0","3.54853057861328","0","0.407643258571625","26.1870193481445","0","0","65.6746292114258","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","51.9468688964844","6.91890096664429","65.4681549072266","0","0.000338167214067653","0.000577686063479632","0.00129067862872034","0","26.5175189971924","0","0.0143532622605562","0","0","0","-1","-1","0","-1","-1","54","0","-1","0","-1","0","20459.9993104598","1023","19.9999993259627","35.8300030391605","39.378532409668"
"Bettsy_TowIn","0","0","0","4","0.82184898853302","0","0","0","3.47759532928467","0","0.38603276014328","25.0845184326172","0","0","62.7206993103027","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","49.4850387573242","6.60230207443237","62.5205535888672","0","0.000322693173075095","0.000550308788660914","0.00119246437679976","0","25.397216796875","0","0.0132610509172082","0","0","0","-1","-1","0","-1","-1","44","0","-1","0","-1","0","20459.9992355461","1023","19.9999992527332","35.9009401577005","39.378532409668"
"Bettsy_TowIn","0","0","0","5","0.942074120044708","0","0","0","3.54228925704956","0","0.439032673835754","28.0281391143799","0","0","70.2733917236328","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","55.5719680786133","7.40285158157349","70.0489883422852","0","0.000361820711987093","0.000617999758105725","0.00136517896316946","0","28.3840599060059","0","0.0151817593723536","0","0","0","-1","-1","0","-1","-1","53","0","-1","0","-1","0","20459.9994868109","1023","19.9999994983489","35.8362450610213","39.378532409668"
"Bettsy_TowIn","0","0","0","6","0.902553379535675","0","0","0","3.39353132247925","0","0.42161038517952","27.3248748779297","0","0","68.0794143676758","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","53.5529136657715","7.15951204299927","67.8656692504883","0","0.000349927286151797","0.00059554644394666","0.00134376552887261","0","27.6660289764404","0","0.014943627640605","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20459.9993379582","1023","19.9999993528428","35.9850022609191","39.378532409668"
"Bettsy_TowIn","0","0","0","7","0.600788593292236","0","0","0","2.92024445533752","0","0.288580715656281","20.5242366790771","0","0","50.121696472168","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","38.7815475463867","5.24352407455444","49.9551696777344","0","0.000256281724432483","0.000431278342148289","0.000809745222795755","0","20.7563400268555","0","0.00900494214147329","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20459.9999713824","1023","19.9999999720258","36.4582861997065","39.378532409668"
"Bettsy_TowIn","0","0","0","8","0.415571093559265","0","0","0","2.53051614761353","0","0.206929668784142","16.6053428649902","0","0","39.8896217346191","0","0.145153880119324","20.5278587341309","11.1207103729248","0","0","30.4591217041016","4.1560959815979","39.7544746398926","0","0.000203132745809853","0.000338727055350319","0.000510243815369904","0","16.7709331512451","0","0.00567427324131131","0","0","0","-1","-1","0","-1","-1","57","0","-1","0","-1","0","20460.000011462","1023","20.0000000112043","36.8480176795321","39.378532409668"
"Bettsy_TowIn","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.1207103729248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","-1","-1","-1","-1","-1","0","-1","0","NaN","NaN","NaN","NaN","39.378532409668"
